Shortname,Name,Paper,Yield Stress,Temperature C,Strain rate /s,Compression/Tension,Notes,Index,Co,Ni,Al,Cr,W,Ti,Ta,Nb,V,Mo,C,Zr,B,Ir,Re,Si,Fe,Y,Hf,Ge,Mn,Sc,Ru,Ce,Nd
Co-31.1Ni-10.6Al-10.7Cr-1.9Ta-1.Nb-4.Mo-0.31C-0.04Zr-0.19B,2Ta1Nb,"Baler, N., Pandey, P., Palanisamy, D., Makineni, S. K., Phanikumar, G., & Chattopadhyay, K. (2020). On the effect of W addition on microstructural evolution and ?? precipitate coarsening in a Co–30Ni–10Al–5Mo–2Ta–2Ti alloy. Materialia, 10. https://doi.org/10.1016/j.mtla.2020.100633",734,650,0.001,1,"compression, from arc melting",7,40.26,31.07,10.6,10.67,0,0,1.88,0.99,0,3.99,0.31,0.04,0.19,0,0,0,0,0,0,0,0,0,0,0,0
Co-34.2Ni-10.5Al-14.8Cr-3.W-1.Ta-0.15C-0.04Zr-0.2B,V208C,"Knop, M. et al. A New Polycrystalline Co-Ni Superalloy. JOM 66, 2495–2501 (2014)",730,850,0.001,1,,231,36.11,34.2,10.5,14.8,3,0,1,0,0,0,0.15,0.04,0.2,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-7.Al-12.Cr-2.W-3.5Ti-1.Ta-1.5Mo-0.4Si-0.1Hf-0.08C-0.01Zr-0.09B,7Al-3.5Ti,"Zhang, Y. Y. Y. Y., Fu, H., Zhou, X., Zhang, Y. Y. Y. Y. & Xie, J. Enhanced mechanical properties of wrought ??-strengthened Co-base superalloys by adjusting the relative content of Al and Ti. Intermetallics 112, 106543 (2019).",729,750,0.0001,1,compression,674,42.326,30,7,12,2,3.5,1,0,0,1.5,0.08,0.009,0.085,0,0,0.39,0,0,0.11,0,0,0,0,0,0
Co-31.1Ni-10.6Al-10.7Cr-1.9Ta-1.Nb-4.Mo-0.31C-0.04Zr-0.19B,2Ta1Nb,"Baler, N., Pandey, P., Palanisamy, D., Makineni, S. K., Phanikumar, G., & Chattopadhyay, K. (2020). On the effect of W addition on microstructural evolution and ?? precipitate coarsening in a Co–30Ni–10Al–5Mo–2Ta–2Ti alloy. Materialia, 10. https://doi.org/10.1016/j.mtla.2020.100634",728,700,0.001,1,"compression, from arc melting",7,40.26,31.07,10.6,10.67,0,0,1.88,0.99,0,3.99,0.31,0.04,0.19,0,0,0,0,0,0,0,0,0,0,0,0
Co-31.1Ni-10.8Al-10.8Cr-2.5Ta-4.Mo-0.22C-0.05Zr-0.22B,3Ta0Nb,"Baler, N., Pandey, P., Palanisamy, D., Makineni, S. K., Phanikumar, G., & Chattopadhyay, K. (2020). On the effect of W addition on microstructural evolution and ?? precipitate coarsening in a Co–30Ni–10Al–5Mo–2Ta–2Ti alloy. Materialia, 10. https://doi.org/10.1016/j.mtla.2020.100640",728,700,0.001,1,"compression, from arc melting",8,40.21,31.14,10.76,10.83,0,0,2.54,0,0,4.03,0.22,0.05,0.22,0,0,0,0,0,0,0,0,0,0,0,0
Co-31.1Ni-10.6Al-10.7Cr-1.9Ta-1.Nb-4.Mo-0.31C-0.04Zr-0.19B,2Ta1Nb,"Baler, N., Pandey, P., Palanisamy, D., Makineni, S. K., Phanikumar, G., & Chattopadhyay, K. (2020). On the effect of W addition on microstructural evolution and ?? precipitate coarsening in a Co–30Ni–10Al–5Mo–2Ta–2Ti alloy. Materialia, 10. https://doi.org/10.1016/j.mtla.2020.100636",726,800,0.001,1,"compression, from arc melting",7,40.26,31.07,10.6,10.67,0,0,1.88,0.99,0,3.99,0.31,0.04,0.19,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-10.Al-10.Cr-2.Nb-5.Mo,2Nb10Cr,"Baler, N., Pandey, P., Singh, M. P., Makineni, S. K. & Chattopadhyay, K. Effects of Ti and Cr Additions in a Co–Ni–Al–Mo–Nb-Based Superalloy. in 929–936 (2020). doi:10.1007/978-3-030-51834-9_91.",725.24,25,0.001,1,,780,43,30,10,10,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.2Ni-5.4Al-6.1W-5.9Ti,10Ni-6A-6W-6Ti,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",724,800,0.0001,1,,68,72.4,10.2,5.4,0,6.1,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.Ti-2.Ta-12.V,Co-12V-2Ta-2Ti,"Ruan, J. et al. Accelerated design of novel W-free high-strength Co-base superalloys with extremely wide ?/?? region by machine learning and CALPHAD methods. Acta Mater. 186, 425–433 (2020).",720,500,0.0001,1,compression,411,84,0,0,0,0,2,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-8.2W-0.02B,Co-9Al-8.2W-0.02B,"Shinagawa, K., Omori, T., Oikawa, K., Kainuma, R. & Ishida, K. Ductility enhancement by boron addition in Co-Al-W high-temperature alloys. Scr. Mater. 61, 612–615 (2009).",720,25,0.0002,1,compression,485,82.78,0,9,0,8.2,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-6.Al-12.Cr-2.W-3.5Ti-1.Ta-1.5Mo-0.4Si-0.1Hf-0.09C-0.01Zr-0.08B,6Al-3.5Ti,"Zhang, Y. Y. Y. Y., Fu, H., Zhou, X., Zhang, Y. Y. Y. Y. & Xie, J. Enhanced mechanical properties of wrought ??-strengthened Co-base superalloys by adjusting the relative content of Al and Ti. Intermetallics 112, 106543 (2019).",715,750,0.0001,1,compression,673,43.322,30,6,12,2,3.5,1,0,0,1.5,0.085,0.009,0.084,0,0,0.39,0,0,0.11,0,0,0,0,0,0
Co-10.2Ni-7.3Al-8.W-2.2Ti,10Ni-8A-8W-2Ti,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",714,25,0.0001,1,,70,72.3,10.2,7.3,0,8,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-32.Ni-6.Al-12.Cr-3.W-2.5Ti-1.5Ta-0.4Si-0.1Hf-0.08C-0.01Zr-0.08B,CoWAlloy1,"Neumeier, S., Freund, L. P. & Göken, M. Novel wrought ?/?? cobalt base superalloys with high strength and improved oxidation resistance. Scr. Mater. 109, 104–107 (2015).",714,850,unreported,1,compression,195,42.33,32,6,12,3,2.5,1.5,0,0,0,0.08,0.01,0.08,0,0,0.4,0,0,0.1,0,0,0,0,0,0
Co-30.Ni-10.Al-2.Ti-5.Mo,2Nb2Ti,"Baler, N., Pandey, P., Singh, M. P., Makineni, S. K. & Chattopadhyay, K. Effects of Ti and Cr Additions in a Co–Ni–Al–Mo–Nb-Based Superalloy. in 929–936 (2020). doi:10.1007/978-3-030-51834-9_91.",711.65,520,0.001,1,,781,53,30,10,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-5.6Al-5.8W-6.6Ti-0.12B,Co-5.6Al-5.8W- 6.6Ti-0.12B,"Sauza, D. J., Dunand, D. C. & Seidman, D. N. Microstructural evolution and high-temperature strength of a ?(f.c.c.)/?’(L12) Co–Al–W–Ti–B superalloy. Acta Mater. 174, 427–438 (2019).",709,700,0.0001,1,compression,753,81.88,0,5.6,0,5.8,6.6,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0
Co-35.4Ni-9.7Al-6.Cr-3.4Ti-2.8Ta-4.8Mo,HEACoNi,"Pandey, P., Kashyap, S., Palanisamy, D., Sharma, A. & Chattopadhyay, K. On the high temperature coarsening kinetics of ?? precipitates in a high strength Co37.6Ni35.4Al9.9Mo4.9Cr5.9Ta2.8Ti3.5 fcc-based high entropy alloy. Acta Mater. 177, 82–95 (2019).",708,570,0.001,1,compression,385,37.9,35.4,9.7,6,0,3.4,2.8,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.Ni-4.5Al-5.2W-7.8Ti,10Ni-5A-5W-8Ti,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",706,700,0.0001,1,,67,72.5,10,4.5,0,5.2,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-31.1Ni-10.8Al-10.8Cr-2.5Ta-4.Mo-0.22C-0.05Zr-0.22B,3Ta0Nb,"Baler, N., Pandey, P., Palanisamy, D., Makineni, S. K., Phanikumar, G., & Chattopadhyay, K. (2020). On the effect of W addition on microstructural evolution and ?? precipitate coarsening in a Co–30Ni–10Al–5Mo–2Ta–2Ti alloy. Materialia, 10. https://doi.org/10.1016/j.mtla.2020.100641",704,750,0.001,1,"compression, from arc melting",8,40.21,31.14,10.76,10.83,0,0,2.54,0,0,4.03,0.22,0.05,0.22,0,0,0,0,0,0,0,0,0,0,0,0
Co-5.6Al-5.8W-6.6Ti-0.12B,Co-5.6Al-5.8W- 6.6Ti-0.12B,"Sauza, D. J., Dunand, D. C. & Seidman, D. N. Microstructural evolution and high-temperature strength of a ?(f.c.c.)/?’(L12) Co–Al–W–Ti–B superalloy. Acta Mater. 174, 427–438 (2019).",702,900,0.0001,1,compression,753,81.88,0,5.6,0,5.8,6.6,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0
Co-31.1Ni-10.8Al-10.8Cr-2.5Ta-4.Mo-0.22C-0.05Zr-0.22B,3Ta0Nb,"Baler, N., Pandey, P., Palanisamy, D., Makineni, S. K., Phanikumar, G., & Chattopadhyay, K. (2020). On the effect of W addition on microstructural evolution and ?? precipitate coarsening in a Co–30Ni–10Al–5Mo–2Ta–2Ti alloy. Materialia, 10. https://doi.org/10.1016/j.mtla.2020.100639",700,650,0.001,1,"compression, from arc melting",8,40.21,31.14,10.76,10.83,0,0,2.54,0,0,4.03,0.22,0.05,0.22,0,0,0,0,0,0,0,0,0,0,0,0
Co-35.4Ni-9.7Al-6.Cr-3.4Ti-2.8Ta-4.8Mo,HEACoNi,"Pandey, P., Kashyap, S., Palanisamy, D., Sharma, A. & Chattopadhyay, K. On the high temperature coarsening kinetics of ?? precipitates in a high strength Co37.6Ni35.4Al9.9Mo4.9Cr5.9Ta2.8Ti3.5 fcc-based high entropy alloy. Acta Mater. 177, 82–95 (2019).",695,870,0.001,1,compression,385,37.9,35.4,9.7,6,0,3.4,2.8,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.Ta-12.V,Co-12V-2Ta,"Ruan, J. et al. Accelerated design of novel W-free high-strength Co-base superalloys with extremely wide ?/?? region by machine learning and CALPHAD methods. Acta Mater. 186, 425–433 (2020).",692,25,0.0001,1,compression,437,86,0,0,0,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.Ti-2.Ta-12.V,Co-12V-2Ta-2Ti,"Ruan, J. et al. Accelerated design of novel W-free high-strength Co-base superalloys with extremely wide ?/?? region by machine learning and CALPHAD methods. Acta Mater. 186, 425–433 (2020).",691,750,0.0001,1,compression,411,84,0,0,0,0,2,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-10.Al-2.Ti-5.Mo,2Nb2Ti,"Baler, N., Pandey, P., Singh, M. P., Makineni, S. K. & Chattopadhyay, K. Effects of Ti and Cr Additions in a Co–Ni–Al–Mo–Nb-Based Superalloy. in 929–936 (2020). doi:10.1007/978-3-030-51834-9_91.",689,570,0.001,1,,781,53,30,10,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.2Ni-7.3Al-8.W-2.2Ti,10Ni-8A-8W-2Ti,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",684,800,0.0001,1,,70,72.3,10.2,7.3,0,8,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-10.Al-2.Ti-5.Mo,2Nb2Ti,"Baler, N., Pandey, P., Singh, M. P., Makineni, S. K. & Chattopadhyay, K. Effects of Ti and Cr Additions in a Co–Ni–Al–Mo–Nb-Based Superalloy. in 929–936 (2020). doi:10.1007/978-3-030-51834-9_91.",682.2,620,0.001,1,,781,53,30,10,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-10.Al-2.Ti-4.Ta-5.V,Co-30Ni-10Al-5V-4Ta-Ti,"Chen, Y., Wang, C., Ruan, J., Omori, T., Kainuma, R., Ishida, K., & Liu, X. (2019). High-strength Co–Al–V-base superalloys strengthened by ??-Co 3 (Al,V) with high solvus temperature. Acta Materialia, 170, 62–74. https://doi.org/10.1016/j.actamat.2019.03.031",682,25,0.0001,1,aged 700-900C for 48-4000hr,112,49,30,10,0,0,2,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.3Ni-6.3Al-7.W-4.1Ti,10Ni-7A-7W-4Ti,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",680,750,0.0001,1,,69,72.3,10.3,6.3,0,7,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.2Ni-5.4Al-6.1W-5.9Ti,10Ni-6A-6W-6Ti,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",680,700,0.0001,1,,68,72.4,10.2,5.4,0,6.1,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-10.Al-2.Ti-4.Ta-5.V,Co-30Ni-10Al-5V-4Ta-Ti,"Chen, Y., Wang, C., Ruan, J., Omori, T., Kainuma, R., Ishida, K., & Liu, X. (2019). High-strength Co–Al–V-base superalloys strengthened by ??-Co 3 (Al,V) with high solvus temperature. Acta Materialia, 170, 62–74. https://doi.org/10.1016/j.actamat.2019.03.034",680,800,0.0001,1,compression,112,49,30,10,0,0,2,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-31.8Ni-8.7Al-12.6Cr-4.7W-0.3Ti-0.2Ta-0.4Si-0.1Hf-0.08C-0.01Zr-0.08B,CoWAlloy2,"Neumeier, S., Freund, L. P. & Göken, M. Novel wrought ?/?? cobalt base superalloys with high strength and improved oxidation resistance. Scr. Mater. 109, 104–107 (2015).",679,800,unreported,1,compression,196,41.03,31.8,8.7,12.6,4.7,0.3,0.2,0,0,0,0.08,0.01,0.08,0,0,0.4,0,0,0.1,0,0,0,0,0,0
Co-30.4Ni-9.5Al-2.4Nb-5.3Mo-2.Re,Co2Nb2r,"Pandey, P. et al. On the effect of Re addition on microstructural evolution of a CoNi-based superalloy. Acta Mater. 168, 37–51 (2019).",673,670,0.001,1,compression,384,50.4,30.4,9.5,0,0,0,0,2.4,0,5.3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Co-9.Al-8.2W,Co-9Al-8.2W,"Shinagawa, K., Omori, T., Oikawa, K., Kainuma, R. & Ishida, K. Ductility enhancement by boron addition in Co-Al-W high-temperature alloys. Scr. Mater. 61, 612–615 (2009).",673,25,0.0002,1,compression,484,82.8,0,9,0,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.3Ni-6.3Al-7.W-4.1Ti,10Ni-7A-7W-4Ti,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",670,750,0.0001,1,,69,72.3,10.3,6.3,0,7,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-5.6Al-5.8W-6.6Ti-0.12B,Co-5.6Al-5.8W- 6.6Ti-0.12B,"Sauza, D. J., Dunand, D. C. & Seidman, D. N. Microstructural evolution and high-temperature strength of a ?(f.c.c.)/?’(L12) Co–Al–W–Ti–B superalloy. Acta Mater. 174, 427–438 (2019).",670,600,0.0001,1,compression,753,81.88,0,5.6,0,5.8,6.6,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.8Ni-9.5Al-4.4W-3.8Ti-2.7Ta,CoNi-5,"Fan, Z. et al. Plastic deformation behaviors and mechanical properties of advanced single crystalline CoNi-base superalloys. Mater. Sci. Eng. A 748, 267–274 (2019).",669,900,0.0001,1,"compression, [001]",185,48.8,30.8,9.5,0,4.4,3.8,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-12.Ti-1.Re,Re1,"Li, L. et al. Effect of Re on microstructure and mechanical properties of ?/?? Co-Ti-based superalloys. Intermetallics 115, (2019).",669,700,0.0001,1,compression,271,87,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Co-35.4Ni-9.7Al-6.Cr-3.4Ti-2.8Ta-4.8Mo,HEACoNi,"Pandey, P., Kashyap, S., Palanisamy, D., Sharma, A. & Chattopadhyay, K. On the high temperature coarsening kinetics of ?? precipitates in a high strength Co37.6Ni35.4Al9.9Mo4.9Cr5.9Ta2.8Ti3.5 fcc-based high entropy alloy. Acta Mater. 177, 82–95 (2019).",669,670,0.001,1,compression,385,37.9,35.4,9.7,6,0,3.4,2.8,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.8Al-4.5Cr-7.8W-2.Ta,CrTa,"Suzuki, A. & Pollock, T. M. High-temperature strength and deformation of ?/?? two-phase Co-Al-W-base alloys. Acta Mater. 56, 1288–1297 (2008).",669,25,0.0001,1,compression,499,77.9,0,7.8,4.5,7.8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-31.1Ni-10.8Al-10.8Cr-2.5Ta-4.Mo-0.22C-0.05Zr-0.22B,3Ta0Nb,"Baler, N., Pandey, P., Palanisamy, D., Makineni, S. K., Phanikumar, G., & Chattopadhyay, K. (2020). On the effect of W addition on microstructural evolution and ?? precipitate coarsening in a Co–30Ni–10Al–5Mo–2Ta–2Ti alloy. Materialia, 10. https://doi.org/10.1016/j.mtla.2020.100642",668,800,0.001,1,"compression, from arc melting",8,40.21,31.14,10.76,10.83,0,0,2.54,0,0,4.03,0.22,0.05,0.22,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.2Ni-8.1Al-8.9W-0.Ti,10Ni-9A-9W-0Ti,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",667,25,0.0001,1,Aged 900C 168hr,71,72.8,10.2,8.1,0,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.3Ni-6.3Al-7.W-4.1Ti,10Ni-7A-7W-4Ti,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",665,800,0.0001,1,,69,72.3,10.3,6.3,0,7,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-10.Al-2.Ti-5.Mo,2Nb2Ti,"Baler, N., Pandey, P., Singh, M. P., Makineni, S. K. & Chattopadhyay, K. Effects of Ti and Cr Additions in a Co–Ni–Al–Mo–Nb-Based Superalloy. in 929–936 (2020). doi:10.1007/978-3-030-51834-9_91.",659.55,670,0.001,1,,781,53,30,10,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-10.Al-2.Ti-5.Mo,2Nb2Ti,"Baler, N., Pandey, P., Singh, M. P., Makineni, S. K. & Chattopadhyay, K. Effects of Ti and Cr Additions in a Co–Ni–Al–Mo–Nb-Based Superalloy. in 929–936 (2020). doi:10.1007/978-3-030-51834-9_91.",659.55,720,0.001,1,,781,53,30,10,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.Ti-2.Ta-12.V,Co-12V-2Ta-2Ti,"Ruan, J. et al. Accelerated design of novel W-free high-strength Co-base superalloys with extremely wide ?/?? region by machine learning and CALPHAD methods. Acta Mater. 186, 425–433 (2020).",657,650,0.0001,1,compression,411,84,0,0,0,0,2,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-6.Al-12.Cr-2.W-3.5Ti-1.Ta-1.5Mo-0.4Si-0.1Hf-0.09C-0.01Zr-0.08B,6Al-3.5Ti,"Zhang, Y. Y. Y. Y., Fu, H., Zhou, X., Zhang, Y. Y. Y. Y. & Xie, J. Enhanced mechanical properties of wrought ??-strengthened Co-base superalloys by adjusting the relative content of Al and Ti. Intermetallics 112, 106543 (2019).",656,800,0.0001,1,compression,673,43.322,30,6,12,2,3.5,1,0,0,1.5,0.085,0.009,0.084,0,0,0.39,0,0,0.11,0,0,0,0,0,0
Co-10.2Ni-7.3Al-8.W-2.2Ti,10Ni-8A-8W-2Ti,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",655,750,0.0001,1,,70,72.3,10.2,7.3,0,8,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.Ti-2.Ta-12.V,Co-12V-2Ta-2Ti,"Ruan, J. et al. Accelerated design of novel W-free high-strength Co-base superalloys with extremely wide ?/?? region by machine learning and CALPHAD methods. Acta Mater. 186, 425–433 (2020).",654,600,0.0001,1,compression,411,84,0,0,0,0,2,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.Ti-2.Ta-12.V,Co-12V-2Ta-2Ti,"Ruan, J. et al. Accelerated design of novel W-free high-strength Co-base superalloys with extremely wide ?/?? region by machine learning and CALPHAD methods. Acta Mater. 186, 425–433 (2020).",652,700,0.0001,1,compression,411,84,0,0,0,0,2,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.5Ni-9.6Al-7.1W,CoNi-1,"Fan, Z. et al. The temperature dependence of high-temperature strength and deformation mechanism in a single crystal CoNi-base superalloy. Mater. Sci. Eng. A 735, 114–120 (2018).",648,25,0.0001,1,"compression, [001]",187,52.8,30.5,9.6,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.4Ni-9.5Al-2.4Nb-5.3Mo-2.Re,Co2Nb2r,"Pandey, P. et al. On the effect of Re addition on microstructural evolution of a CoNi-based superalloy. Acta Mater. 168, 37–51 (2019).",646,470,0.001,1,compression,384,50.4,30.4,9.5,0,0,0,0,2.4,0,5.3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-10.Al-2.Nb-5.Mo,2Nb,"Baler, N., Pandey, P., Singh, M. P., Makineni, S. K. & Chattopadhyay, K. Effects of Ti and Cr Additions in a Co–Ni–Al–Mo–Nb-Based Superalloy. in 929–936 (2020). doi:10.1007/978-3-030-51834-9_91.",645.95,570,0.001,1,,779,53,30,10,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.Ni-4.5Al-5.2W-7.8Ti,10Ni-5A-5W-8Ti,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",642,600,0.0001,1,,67,72.5,10,4.5,0,5.2,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-4.1Ti-2.2Nb-10.1V,CVTN,"Liu, X. et al. Effects of Nb and W additions on the microstructures and mechanical properties of novel ?/?’ Co-V-Ti-based superalloys. Metals (Basel). 8, (2018).",642,750,0.0001,1,compression,292,83.6,0,0,0,0,4.1,0,2.2,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-10.Al-10.Cr-2.Nb-5.Mo,2Nb10Cr,"Baler, N., Pandey, P., Singh, M. P., Makineni, S. K. & Chattopadhyay, K. Effects of Ti and Cr Additions in a Co–Ni–Al–Mo–Nb-Based Superalloy. in 929–936 (2020). doi:10.1007/978-3-030-51834-9_91.",641.42,720,0.001,1,,780,43,30,10,10,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.3Al-10.4W-0.02B,Co-9.3Al-10.4W-0.02B,"Shinagawa, K., Omori, T., Oikawa, K., Kainuma, R. & Ishida, K. Ductility enhancement by boron addition in Co-Al-W high-temperature alloys. Scr. Mater. 61, 612–615 (2009).",633,870,0.0002,1,compression,487,80.28,0,9.3,0,10.4,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-9.W-2.Ta,Co–9Al–9W-2Ta,"Suzuki, A., DeNolf, G. C. & Pollock, T. M. Flow stress anomalies in ?/?? two-phase Co-Al-W-base alloys. Scr. Mater. 56, 385–388 (2007).",633,25,0.0001,1,compression,503,80,0,9,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-10.Al-2.Nb-5.Mo,2Nb,"Baler, N., Pandey, P., Singh, M. P., Makineni, S. K. & Chattopadhyay, K. Effects of Ti and Cr Additions in a Co–Ni–Al–Mo–Nb-Based Superalloy. in 929–936 (2020). doi:10.1007/978-3-030-51834-9_91.",630.1,520,0.001,1,,779,53,30,10,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.8Al-9.8W-2.Ta,2Ta,"Suzuki, A. & Pollock, T. M. High-temperature strength and deformation of ?/?? two-phase Co-Al-W-base alloys. Acta Mater. 56, 1288–1297 (2008).",629,25,0.0001,1,compression,222,79.4,0,8.8,0,9.8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.7Ni-9.1Al-12.4Cr-1.3W-3.7Nb,1W4Nb,"Fu, H. et al. Microstructure and Properties Evolution of Co-Al-W-Ni-Cr Superalloys by Molybdenum and Niobium Substitutions for Tungsten. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 51, 299–308 (2020).",626,750,0.0001,1,compression,205,43.83,29.69,9.05,12.43,1.26,0,0,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.Al-3.W,8Al3W,"Zhang, Y. Y. Y., Fu, H., Zhou, X., Zhang, Y. Y. Y. & Xie, J. Effects of aluminum and molybdenum content on the microstructure and properties of multi-component ??-strengthened cobalt-base superalloys. Mater. Sci. Eng. A 737, 265–273 (2018).",626,750,0.0001,1,compression,677,89,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.2Al-9.5W-0.02B,Co-9.2Al-9.5W-0.02,"Shinagawa, K., Omori, T., Oikawa, K., Kainuma, R. & Ishida, K. Ductility enhancement by boron addition in Co-Al-W high-temperature alloys. Scr. Mater. 61, 612–615 (2009).",624,800,0.0002,1,compression,489,81.28,0,9.2,0,9.5,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
