Shortname,Name,Paper,solvus,solidus,liquidus,Index,Co,Ni,Al,Cr,W,Ti,Ta,Nb,V,Mo,C,Zr,B,Ir,Re,Si,Fe,Y,Hf,Ge,Mn,Sc,Ru,Ce,Nd
Co-30.Ni-7.Al-12.Cr-2.W-3.5Ti-1.Ta-1.5Mo-0.4Si-0.1Hf-0.08C-0.01Zr-0.09B,7Al-3.5Ti,"Zhang, Y. Y. Y. Y., Fu, H., Zhou, X., Zhang, Y. Y. Y. Y. & Xie, J. Enhanced mechanical properties of wrought ??-strengthened Co-base superalloys by adjusting the relative content of Al and Ti. Intermetallics 112, 106543 (2019).",1095,1283,1380,,42.326,30,7,12,2,3.5,1,0,0,1.5,0.08,0.009,0.085,0,0,0.39,0,0,0.11,0,0,0,0,0,0
Co-30.Ni-6.Al-12.Cr-2.W-3.5Ti-1.Ta-1.5Mo-0.4Si-0.1Hf-0.09C-0.01Zr-0.08B,6Al-3.5Ti,"Zhang, Y. Y. Y. Y., Fu, H., Zhou, X., Zhang, Y. Y. Y. Y. & Xie, J. Enhanced mechanical properties of wrought ??-strengthened Co-base superalloys by adjusting the relative content of Al and Ti. Intermetallics 112, 106543 (2019).",1083,1298,1390,,43.322,30,6,12,2,3.5,1,0,0,1.5,0.085,0.009,0.084,0,0,0.39,0,0,0.11,0,0,0,0,0,0
Co-7.Al-8.2W-0.9Ta,1Ta alloy,"Zhou, X., Fu, H., Zhang, Y., Xu, H. & Xie, J. Effect of Ta and Ti on the solidification characteristics of novel ??-strengthened Co-base superalloys. J. Alloys Compd. 768, 464–475 (2018).",,1446,1469,,83.81,0,7.04,0,8.23,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.7Al-8.3W-4.Ti,4Ti alloy,"Zhou, X., Fu, H., Zhang, Y., Xu, H. & Xie, J. Effect of Ta and Ti on the solidification characteristics of novel ??-strengthened Co-base superalloys. J. Alloys Compd. 768, 464–475 (2018).",,1368,1425,,81.02,0,6.69,0,8.29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.2Al-8.3W,Base alloy,"Zhou, X., Fu, H., Zhang, Y., Xu, H. & Xie, J. Effect of Ta and Ti on the solidification characteristics of novel ??-strengthened Co-base superalloys. J. Alloys Compd. 768, 464–475 (2018).",,1471,1484,,84.42,0,7.24,0,8.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.1Al-8.2W-4.Ti-1.Ta,TaTi Alloy,"Zhou, X., Fu, H., Zhang, Y., Xu, H. & Xie, J. Effect of Ta and Ti on the solidification characteristics of novel ??-strengthened Co-base superalloys. J. Alloys Compd. 768, 464–475 (2018).",,1336,1417,,79.7,0,7.11,0,8.23,4.01,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.Al-14.Cr-2.W,8Al2W14Cr,"Zhuang, X., Lu, S., Li, L. & Feng, Q. Microstructures and properties of a novel ??-strengthened multi-component CoNi-based wrought superalloy designed by CALPHAD method. Mater. Sci. Eng. A 780, (2020).",1090,1310,1372,,76,0,8,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-32.0Ni-6.Al-12.0Cr-3.0W-2.5Ti-1.5Ta-0.3Si-0.08C-0.01Zr-0.08B,CoWalloy1,"Abedi, H. R., & Ojo, O. A. (2021). Numerical Modeling of Gas Tungsten Arc Welding of a Newly Developed Cobalt-Based Superalloy. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science, 52(11), 5043–5054. https://doi.org/10.1007/s11661-021-06451-x",,1306,1384,,42.56927256,31.96007638,5.992070424,11.97838142,2.994792939,2.49095329,1.499312835,0,0,0,0.081580795,0.010405662,0.079313929,0,0,0.34383977,0,0,0,0,0,0,0,0,0
Co-30.2Ni-9.8Al-4.0W-3.9Ti-1.9Ta,4W2Ta,"Qu, S., Li, Y., Tong, M., Wang, C., & Yang, Y. (2021). Effects of 1 at.% Ta substitution for 1 at.% W on the coarsening kinetics and deformation behavior of ??-strengthened CoNi-base superalloys. Materials Science and Engineering A, 823. https://doi.org/10.1016/j.msea.2021.141776",1218,1338,1391,,50.12,30.2,9.83,0,4.02,3.93,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.7Ni-9.6Al-8.2Cr-1.8Nb-4.8Mo,Ti-0,"Roy, A., Singh, M. P., Das, S. M., Makineni, S. K., & Chattopadhyay, K. (2021). Role of Ti on Phase Evolution, Oxidation and Nitridation of Co–30Ni–10Al–8Cr–5Mo–2Nb–(0, 2 & 4) Ti Cobalt Base Superalloys at Elevated Temperature. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science, 52(11), 5004–5015. https://doi.org/10.1007/s11661-021-06445-9",980,1322,1395,,45.9,29.7,9.6,8.2,0,0,0,1.8,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.7Ni-9.5Al-7.8Cr-2.1Ti-1.9Nb-4.7Mo,Ti-2,"Roy, A., Singh, M. P., Das, S. M., Makineni, S. K., & Chattopadhyay, K. (2021). Role of Ti on Phase Evolution, Oxidation and Nitridation of Co–30Ni–10Al–8Cr–5Mo–2Nb–(0, 2 & 4) Ti Cobalt Base Superalloys at Elevated Temperature. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science, 52(11), 5004–5015. https://doi.org/10.1007/s11661-021-06445-10",1061,1261,1352,,43.3,30.7,9.5,7.8,0,2.1,0,1.9,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.4Ni-9.7Al-8.1Cr-3.9Ti-1.9Nb-5.1Mo,Ti-4,"Roy, A., Singh, M. P., Das, S. M., Makineni, S. K., & Chattopadhyay, K. (2021). Role of Ti on Phase Evolution, Oxidation and Nitridation of Co–30Ni–10Al–8Cr–5Mo–2Nb–(0, 2 & 4) Ti Cobalt Base Superalloys at Elevated Temperature. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science, 52(11), 5004–5015. https://doi.org/10.1007/s11661-021-06445-11",1095,1226,1325,,40.9,30.4,9.7,8.1,0,3.9,0,1.9,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.4Al-4.1W-0.2Ta,VF0,"Volz, N., Xue, F., Bezold, A., Zenk, C. H., Fries, S. G., Schreuer, J., Neumeier, S., & Göken, M. (2021). Design of a Co–Al–W–Ta Alloy Series with Varying ?? Volume Fraction and Their Thermophysical Properties. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science, 52(9), 3931–3944. https://doi.org/10.1007/s11661-021-06353-y",864,1442,1463,,87.3,0,8.4,0,4.1,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.6Al-6.0W-0.6Ta,VF20,"Volz, N., Xue, F., Bezold, A., Zenk, C. H., Fries, S. G., Schreuer, J., Neumeier, S., & Göken, M. (2021). Design of a Co–Al–W–Ta Alloy Series with Varying ?? Volume Fraction and Their Thermophysical Properties. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science, 52(9), 3931–3944. https://doi.org/10.1007/s11661-021-06353-y",984,1430,1454,,84.8,0,8.6,0,6,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.5Al-7.7W-1.1Ta,VF40,"Volz, N., Xue, F., Bezold, A., Zenk, C. H., Fries, S. G., Schreuer, J., Neumeier, S., & Göken, M. (2021). Design of a Co–Al–W–Ta Alloy Series with Varying ?? Volume Fraction and Their Thermophysical Properties. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science, 52(9), 3931–3944. https://doi.org/10.1007/s11661-021-06353-y",1038,1419,1448,,82.7,0,8.5,0,7.7,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.4Al-9.3W-1.6Ta,VF60,"Volz, N., Xue, F., Bezold, A., Zenk, C. H., Fries, S. G., Schreuer, J., Neumeier, S., & Göken, M. (2021). Design of a Co–Al–W–Ta Alloy Series with Varying ?? Volume Fraction and Their Thermophysical Properties. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science, 52(9), 3931–3944. https://doi.org/10.1007/s11661-021-06353-y",1088,1368,1439,,80.7,0,8.4,0,9.3,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.2Al-11.0W-2.0Ta,VF80,"Volz, N., Xue, F., Bezold, A., Zenk, C. H., Fries, S. G., Schreuer, J., Neumeier, S., & Göken, M. (2021). Design of a Co–Al–W–Ta Alloy Series with Varying ?? Volume Fraction and Their Thermophysical Properties. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science, 52(9), 3931–3944. https://doi.org/10.1007/s11661-021-06353-y",1117,1348,1429,,78.8,0,8.2,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.1Al-12.5W-2.4Ta,VF100,"Volz, N., Xue, F., Bezold, A., Zenk, C. H., Fries, S. G., Schreuer, J., Neumeier, S., & Göken, M. (2021). Design of a Co–Al–W–Ta Alloy Series with Varying ?? Volume Fraction and Their Thermophysical Properties. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science, 52(9), 3931–3944. https://doi.org/10.1007/s11661-021-06353-y",1121,1353,1419,,77,0,8.1,0,12.5,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.1Ni-7.1Al-12.1Cr-2.0W-3.5Ti-1.0Ta-1.6Mo-0.4Si-0.1Hf-0.08C-0.01Zr-0.09B,LAMP-Co-7Al3.5Ti,"Zhang, Y., Fu, H., He, J., & Xie, J. (2022). Formation mechanism and thermal stability of C15-Laves phase in a Hf-containing Co-based superalloy. Journal of Alloys and Compounds, 891. https://doi.org/10.1016/j.jallcom.2021.162016",,1281,1364,,41.936,30.1,7.1,12.1,2,3.5,1,0,0,1.6,0.08,0.009,0.085,0,0,0.39,0,0,0.1,0,0,0,0,0,0
Co-28.9Ni-10.3Al-2.1Ti-3.1Nb,30Ni2Ti,"Cao, B. X., Xu, W. W., Yu, C. Y., Wu, S. W., Kong, H. J., Ding, Z. Y., Zhang, T. L., Luan, J. H., Xiao, B., Jiao, Z. B., Liu, Y., Yang, T., & Liu, C. T. (2022). L12-strengthened multicomponent Co-Al-Nb-based alloys with high strength and matrix-confined stacking-fault-mediated plasticity. Acta Materialia, 229. https://doi.org/10.1016/j.actamat.2022.117764",1042,1306,1388,,55.6,28.9,10.3,0,0,2.1,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.0Ni-10.1Al-2.2Ta-3.2Nb,30Ni2Ta,"Cao, B. X., Xu, W. W., Yu, C. Y., Wu, S. W., Kong, H. J., Ding, Z. Y., Zhang, T. L., Luan, J. H., Xiao, B., Jiao, Z. B., Liu, Y., Yang, T., & Liu, C. T. (2022). L12-strengthened multicomponent Co-Al-Nb-based alloys with high strength and matrix-confined stacking-fault-mediated plasticity. Acta Materialia, 229. https://doi.org/10.1016/j.actamat.2022.117765",1106,1314,1385,,55.5,29,10.1,0,0,0,2.2,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.2Ni-9.8Al-2.2Ti-2.0Ta-3.2Nb,30Ni2Ti2Ta,"Cao, B. X., Xu, W. W., Yu, C. Y., Wu, S. W., Kong, H. J., Ding, Z. Y., Zhang, T. L., Luan, J. H., Xiao, B., Jiao, Z. B., Liu, Y., Yang, T., & Liu, C. T. (2022). L12-strengthened multicomponent Co-Al-Nb-based alloys with high strength and matrix-confined stacking-fault-mediated plasticity. Acta Materialia, 229. https://doi.org/10.1016/j.actamat.2022.117766",1150,1280,1356,,53.6,29.2,9.8,0,0,2.2,2,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-5.Al-14.0V,Co-5Al-14V,"Chen, Y., Wang, C., Ruan, J., Omori, T., Kainuma, R., Ishida, K., & Liu, X. (2019). High-strength Co–Al–V-base superalloys strengthened by ??-Co 3 (Al,V) with high solvus temperature. Acta Materialia, 170, 62–74. https://doi.org/10.1016/j.actamat.2019.03.013",964,1409,1440,,81,0,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-5.Al-2.0Ti-14.0V,2Ti,"Chen, Y., Wang, C., Ruan, J., Omori, T., Kainuma, R., Ishida, K., & Liu, X. (2019). High-strength Co–Al–V-base superalloys strengthened by ??-Co 3 (Al,V) with high solvus temperature. Acta Materialia, 170, 62–74. https://doi.org/10.1016/j.actamat.2019.03.014",1022,1338,1394,,79,0,5,0,0,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-5.Al-2.0Cr-14.0V,2Cr,"Chen, Y., Wang, C., Ruan, J., Omori, T., Kainuma, R., Ishida, K., & Liu, X. (2019). High-strength Co–Al–V-base superalloys strengthened by ??-Co 3 (Al,V) with high solvus temperature. Acta Materialia, 170, 62–74. https://doi.org/10.1016/j.actamat.2019.03.015",948,1410,1444,,79,0,5,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-5.Al-2.0Nb-14.0V,2Nb,"Chen, Y., Wang, C., Ruan, J., Omori, T., Kainuma, R., Ishida, K., & Liu, X. (2019). High-strength Co–Al–V-base superalloys strengthened by ??-Co 3 (Al,V) with high solvus temperature. Acta Materialia, 170, 62–74. https://doi.org/10.1016/j.actamat.2019.03.016",1032,1309,1418,,79,0,5,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-5.Al-14.0V-2.0Mo,2Mo,"Chen, Y., Wang, C., Ruan, J., Omori, T., Kainuma, R., Ishida, K., & Liu, X. (2019). High-strength Co–Al–V-base superalloys strengthened by ??-Co 3 (Al,V) with high solvus temperature. Acta Materialia, 170, 62–74. https://doi.org/10.1016/j.actamat.2019.03.017",971,1399,1433,,79,0,5,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-5.Al-2.0Ta-14.0V,2Ta,"Chen, Y., Wang, C., Ruan, J., Omori, T., Kainuma, R., Ishida, K., & Liu, X. (2019). High-strength Co–Al–V-base superalloys strengthened by ??-Co 3 (Al,V) with high solvus temperature. Acta Materialia, 170, 62–74. https://doi.org/10.1016/j.actamat.2019.03.018",1070,1354,1411,,79,0,5,0,0,0,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-5.Al-2.0W-14.0V,2W,"Chen, Y., Wang, C., Ruan, J., Omori, T., Kainuma, R., Ishida, K., & Liu, X. (2019). High-strength Co–Al–V-base superalloys strengthened by ??-Co 3 (Al,V) with high solvus temperature. Acta Materialia, 170, 62–74. https://doi.org/10.1016/j.actamat.2019.03.019",1003,1412,1445,,79,0,5,0,2,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.0Ni-8.Al-12.0V,10Ni,"Chen, Y., Wang, C., Ruan, J., Omori, T., Kainuma, R., Ishida, K., & Liu, X. (2019). High-strength Co–Al–V-base superalloys strengthened by ??-Co 3 (Al,V) with high solvus temperature. Acta Materialia, 170, 62–74. https://doi.org/10.1016/j.actamat.2019.03.020",979,1409,1433,,70,10,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-20.0Ni-8.Al-12.0V,20Ni,"Chen, Y., Wang, C., Ruan, J., Omori, T., Kainuma, R., Ishida, K., & Liu, X. (2019). High-strength Co–Al–V-base superalloys strengthened by ??-Co 3 (Al,V) with high solvus temperature. Acta Materialia, 170, 62–74. https://doi.org/10.1016/j.actamat.2019.03.021",1000,1409,1431,,60,20,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-8.Al-12.0V,30Ni,"Chen, Y., Wang, C., Ruan, J., Omori, T., Kainuma, R., Ishida, K., & Liu, X. (2019). High-strength Co–Al–V-base superalloys strengthened by ??-Co 3 (Al,V) with high solvus temperature. Acta Materialia, 170, 62–74. https://doi.org/10.1016/j.actamat.2019.03.022",1032,1408,1429,,50,30,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-5.Al-4.0Ta-10.0V,Co-30Ni-5Al-10V-4Ta,"Chen, Y., Wang, C., Ruan, J., Omori, T., Kainuma, R., Ishida, K., & Liu, X. (2019). High-strength Co–Al–V-base superalloys strengthened by ??-Co 3 (Al,V) with high solvus temperature. Acta Materialia, 170, 62–74. https://doi.org/10.1016/j.actamat.2019.03.023",1119,1349,1395,,51,30,5,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-7.5Al-4.0Ta-7.5V,Co-30Ni-7.5Al-7.5V-4Ta,"Chen, Y., Wang, C., Ruan, J., Omori, T., Kainuma, R., Ishida, K., & Liu, X. (2019). High-strength Co–Al–V-base superalloys strengthened by ??-Co 3 (Al,V) with high solvus temperature. Acta Materialia, 170, 62–74. https://doi.org/10.1016/j.actamat.2019.03.024",1148,1349,1395,,51,30,7.5,0,0,0,4,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-10.Al-4.0Ta-5.0V,Co-30Ni-10Al-5V-4Ta,"Chen, Y., Wang, C., Ruan, J., Omori, T., Kainuma, R., Ishida, K., & Liu, X. (2019). High-strength Co–Al–V-base superalloys strengthened by ??-Co 3 (Al,V) with high solvus temperature. Acta Materialia, 170, 62–74. https://doi.org/10.1016/j.actamat.2019.03.025",1172,1349,1395,,51,30,10,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-10.Al-2.0Ti-4.0Ta-5.0V,Co-30Ni-10Al-5V-4Ta-2Ti,"Chen, Y., Wang, C., Ruan, J., Omori, T., Kainuma, R., Ishida, K., & Liu, X. (2019). High-strength Co–Al–V-base superalloys strengthened by ??-Co 3 (Al,V) with high solvus temperature. Acta Materialia, 170, 62–74. https://doi.org/10.1016/j.actamat.2019.03.026",1242,1313,1367,,49,30,10,0,0,2,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-34.0Ni-4.5Al-15.6Cr-5.5Ti,CoNi-baseline,"Liang, Z., Paul, J. D. H., Stark, A., Bezold, A., Neumeier, S., Göken, M., & Pyczak, F. (2022). High-Temperature CoNi-Based Superalloys Strengthened by ??-(Ni,Co)3(Cr,Al,Ti,X): The Effect of Refractory Elements. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06795-y",1037,1319.3,1382.7,composition table is full of typos,40.4,34,4.5,15.6,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-34.3Ni-4.7Al-15.6Cr-5.1Ti-1.9Ta,CoNi-2Ta,"Liang, Z., Paul, J. D. H., Stark, A., Bezold, A., Neumeier, S., Göken, M., & Pyczak, F. (2022). High-Temperature CoNi-Based Superalloys Strengthened by ??-(Ni,Co)3(Cr,Al,Ti,X): The Effect of Refractory Elements. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06795-y",1126.2,1279.5,1359.6,composition table is full of typos,38.4,34.3,4.7,15.6,0,5.1,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-34.7Ni-4.5Al-15.5Cr-4.9Ti-1.8Nb,CoNi-2Nb,"Liang, Z., Paul, J. D. H., Stark, A., Bezold, A., Neumeier, S., Göken, M., & Pyczak, F. (2022). High-Temperature CoNi-Based Superalloys Strengthened by ??-(Ni,Co)3(Cr,Al,Ti,X): The Effect of Refractory Elements. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06795-y",1132.3,1255.8,1352.7,composition table is full of typos,38.6,34.7,4.5,15.5,0,4.9,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-34.6Ni-4.4Al-15.4Cr-0.9W-5.2Ti-2.0Mo,CoNi-3W,"Liang, Z., Paul, J. D. H., Stark, A., Bezold, A., Neumeier, S., Göken, M., & Pyczak, F. (2022). High-Temperature CoNi-Based Superalloys Strengthened by ??-(Ni,Co)3(Cr,Al,Ti,X): The Effect of Refractory Elements. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06795-y",1049.4,1309.9,1387.5,composition table is full of typos,37.5,34.6,4.4,15.4,0.9,5.2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-34.8Ni-4.7Al-15.3Cr-3.1W-5.1Ti,CoNi-2Mo1W,"Liang, Z., Paul, J. D. H., Stark, A., Bezold, A., Neumeier, S., Göken, M., & Pyczak, F. (2022). High-Temperature CoNi-Based Superalloys Strengthened by ??-(Ni,Co)3(Cr,Al,Ti,X): The Effect of Refractory Elements. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06795-y",1058.2,1301.8,1374.6,composition table is full of typos,37,34.8,4.7,15.3,3.1,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-36.4Ni-4.7Al-15.2Cr-1.2W-5.2Ti-1.0Ta-2.1Mo,CoNi-2Mo1W2Ti,"Liang, Z., Paul, J. D. H., Stark, A., Bezold, A., Neumeier, S., Göken, M., & Pyczak, F. (2022). High-Temperature CoNi-Based Superalloys Strengthened by ??-(Ni,Co)3(Cr,Al,Ti,X): The Effect of Refractory Elements. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06795-y",1143.8,1246.8,1337.7,composition table is full of typos,34.2,36.4,4.7,15.2,1.2,5.2,1,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-34.4Ni-4.5Al-15.7Cr-1.1W-7.4Ti-1.8Mo,CoNi-2Mo1W1Ta,"Liang, Z., Paul, J. D. H., Stark, A., Bezold, A., Neumeier, S., Göken, M., & Pyczak, F. (2022). High-Temperature CoNi-Based Superalloys Strengthened by ??-(Ni,Co)3(Cr,Al,Ti,X): The Effect of Refractory Elements. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06795-y",1122.9,1271.7,1353.8,composition table is full of typos,35.1,34.4,4.5,15.7,1.1,7.4,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-19.7Ni-10.3Al-6.9Cr-1.0W-5.1Ti-4.1Ta,1-Jan,"Liu, P., Huang, H., Antonov, S., Wen, C., Xue, D., Chen, H., Li, L., Feng, Q., Omori, T., & Su, Y. (2020). Machine learning assisted design of ??-strengthened Co-base superalloys with multi-performance optimization. Npj Computational Materials, 6(1). https://doi.org/10.1038/s41524-020-0334-5",1193,1242.1,1273.4,,52.9,19.7,10.3,6.9,1,5.1,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-35.6Ni-11.9Al-2.1Cr-1.3W-2.2Ti-4.3Ta,2-Jan,"Liu, P., Huang, H., Antonov, S., Wen, C., Xue, D., Chen, H., Li, L., Feng, Q., Omori, T., & Su, Y. (2020). Machine learning assisted design of ??-strengthened Co-base superalloys with multi-performance optimization. Npj Computational Materials, 6(1). https://doi.org/10.1038/s41524-020-0334-5",1266.5,1315.6,1362.4,,42.6,35.6,11.9,2.1,1.3,2.2,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-20.2Ni-9.8Al-7.0Cr-1.4W-4.9Ti-4.4Ta,3-Jan,"Liu, P., Huang, H., Antonov, S., Wen, C., Xue, D., Chen, H., Li, L., Feng, Q., Omori, T., & Su, Y. (2020). Machine learning assisted design of ??-strengthened Co-base superalloys with multi-performance optimization. Npj Computational Materials, 6(1). https://doi.org/10.1038/s41524-020-0334-5",1198.2,1242.2,1276.4,,52.3,20.2,9.8,7,1.4,4.9,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-24.5Ni-12.5Al-10.0Cr-1.2W-2.0Ti-4.2Ta,4-Jan,"Liu, P., Huang, H., Antonov, S., Wen, C., Xue, D., Chen, H., Li, L., Feng, Q., Omori, T., & Su, Y. (2020). Machine learning assisted design of ??-strengthened Co-base superalloys with multi-performance optimization. Npj Computational Materials, 6(1). https://doi.org/10.1038/s41524-020-0334-5",1146.3,1274,1311.4,,45.6,24.5,12.5,10,1.2,2,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-35.6Ni-11.6Al-2.0Cr-1.2W-3.0Ti-4.2Ta,2-Feb,"Liu, P., Huang, H., Antonov, S., Wen, C., Xue, D., Chen, H., Li, L., Feng, Q., Omori, T., & Su, Y. (2020). Machine learning assisted design of ??-strengthened Co-base superalloys with multi-performance optimization. Npj Computational Materials, 6(1). https://doi.org/10.1038/s41524-020-0334-5",1259.1,1295.2,1344.2,,42.4,35.6,11.6,2,1.2,3,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-35.7Ni-11.3Al-1.8Cr-1.5W-3.0Ti-4.2Ta,3-Feb,"Liu, P., Huang, H., Antonov, S., Wen, C., Xue, D., Chen, H., Li, L., Feng, Q., Omori, T., & Su, Y. (2020). Machine learning assisted design of ??-strengthened Co-base superalloys with multi-performance optimization. Npj Computational Materials, 6(1). https://doi.org/10.1038/s41524-020-0334-5",1270.2,1300.7,1352,,42.5,35.7,11.3,1.8,1.5,3,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-36.0Ni-12.5Al-2.0Cr-1.3W-1.9Ti-4.1Ta,4-Feb,"Liu, P., Huang, H., Antonov, S., Wen, C., Xue, D., Chen, H., Li, L., Feng, Q., Omori, T., & Su, Y. (2020). Machine learning assisted design of ??-strengthened Co-base superalloys with multi-performance optimization. Npj Computational Materials, 6(1). https://doi.org/10.1038/s41524-020-0334-5",1271.3,1305.8,1355.1,,42.2,36,12.5,2,1.3,1.9,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-37.3Ni-13.3Al-2.0Cr-1.1W-2.0Ti-4.1Ta,1-Apr,"Liu, P., Huang, H., Antonov, S., Wen, C., Xue, D., Chen, H., Li, L., Feng, Q., Omori, T., & Su, Y. (2020). Machine learning assisted design of ??-strengthened Co-base superalloys with multi-performance optimization. Npj Computational Materials, 6(1). https://doi.org/10.1038/s41524-020-0334-5",1274.4,1305.6,1352.5,,40.2,37.3,13.3,2,1.1,2,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-35.6Ni-11.3Al-2.0Cr-1.8W-2.0Ti-4.1Ta,3-Mar,"Liu, P., Huang, H., Antonov, S., Wen, C., Xue, D., Chen, H., Li, L., Feng, Q., Omori, T., & Su, Y. (2020). Machine learning assisted design of ??-strengthened Co-base superalloys with multi-performance optimization. Npj Computational Materials, 6(1). https://doi.org/10.1038/s41524-020-0334-5",1247.6,1319.6,1364.7,,43.2,35.6,11.3,2,1.8,2,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
