Shortname,Name,Paper,Temperature C,aging time,Vf,Notes,Index,Co,Ni,Al,Cr,W,Ti,Ta,Nb,V,Mo,C,Zr,B,Ir,Re,Si,Fe,Y,Hf,Ge,Mn,Sc,Ru,Ce,Nd
Co-15.9Ni-13.6Al-19.W-0.7Ta-0.6Mo-0.3Re,alloy1,"Epishin, A. I. et al. Thermal stability of the structure of a heat-resistant cobalt alloy hardened with intermetallic ?’-phase precipitates. Russ. Metall. 2016, 286–291 (2016).",793.81,,49.465,,,49.9,15.9,13.6,0,19,0,0.7,0,0,0.6,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0
Co-15.9Ni-13.6Al-19.W-0.7Ta-0.6Mo-0.3Re,alloy1,"Epishin, A. I. et al. Thermal stability of the structure of a heat-resistant cobalt alloy hardened with intermetallic ?’-phase precipitates. Russ. Metall. 2016, 286–291 (2016).",896.91,,30.481,,,49.9,15.9,13.6,0,19,0,0.7,0,0,0.6,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0
Co-15.9Ni-13.6Al-19.W-0.7Ta-0.6Mo-0.3Re,alloy1,"Epishin, A. I. et al. Thermal stability of the structure of a heat-resistant cobalt alloy hardened with intermetallic ?’-phase precipitates. Russ. Metall. 2016, 286–291 (2016).",993.81,,2.2727,,,49.9,15.9,13.6,0,19,0,0.7,0,0,0.6,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0
Co-15.9Ni-13.6Al-19.W-0.7Ta-0.6Mo-0.3Re,alloy1,"Epishin, A. I. et al. Thermal stability of the structure of a heat-resistant cobalt alloy hardened with intermetallic ?’-phase precipitates. Russ. Metall. 2016, 286–291 (2016).",1000,,0.2,,,49.9,15.9,13.6,0,19,0,0.7,0,0,0.6,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0
Co-16.8Ni-9.7Al-6.3Cr-5.3W-2.9Ta,Base metal,"Wang, S. Y., Hou, X. Y., Cheng, Y., Sun, Y., Yang, Y. H., Li, J. G., Zhang, H. W., & Zhou, Y. Z. (2022). Effect of temperature on the tensile deformation behavior and fracture mechanism of a transient liquid-phase bonding joint of ??-strengthened Co-based single-crystal superalloy. Journal of Materials Science, 57(25), 12012–12033. https://doi.org/10.1007/s10853-022-07351-0",750,,70,,,59,16.8,9.7,6.3,5.3,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-51.0Ni-6.3Al-11.1Cr-0.6W-5.0Ti-0.5Nb-1.5Mo,Xiao alloy,"Xiao, Z., He, J., Gu, J., Gan, B., Yu, H., Bi, Z., Du, J., & Song, M. (2022). Tensile properties and deformation mechanisms of a new Ni–Co base superalloy from room temperature up to 750 °C. Intermetallics, 150. https://doi.org/10.1016/j.intermet.2022.107697",760,16,45,,,24,51,6.3,11.1,0.6,5,0,0.5,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.7Al-10.1W,Co-8.8Al-9.8W,"Xu, Y., Lv, X., Ma, T., Li, H., & Wang, T. (2022). Effect of Ta and Ni on ?? phase morphology and compression behavior of Co-8.8Al-9.8W superalloys. Materials Science and Engineering A, 839. https://doi.org/10.1016/j.msea.2022.142739",900,50,82.3,,,81.2,0,8.7,0,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.6Al-10.1W-2.1Ta,2Ta,"Xu, Y., Lv, X., Ma, T., Li, H., & Wang, T. (2022). Effect of Ta and Ni on ?? phase morphology and compression behavior of Co-8.8Al-9.8W superalloys. Materials Science and Engineering A, 839. https://doi.org/10.1016/j.msea.2022.142739",900,50,85.6,,,79.2,0,8.6,0,10.1,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.3Ni-8.8Al-10.5W,2Ni,"Xu, Y., Lv, X., Ma, T., Li, H., & Wang, T. (2022). Effect of Ta and Ni on ?? phase morphology and compression behavior of Co-8.8Al-9.8W superalloys. Materials Science and Engineering A, 839. https://doi.org/10.1016/j.msea.2022.142739",900,50,80.5,,,78.4,2.3,8.8,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-7.5W-2.0Ta,ERBOCo-2Ta (SX),"Xue, F., Zenk, C. H., Freund, L. P., Neumeier, S., & Göken, M. (2021). Understanding raft formation and precipitate shearing during double minimum creep in a ??-strengthened single crystalline Co-base superalloy. Philosophical Magazine, 101(3), 326–353. https://doi.org/10.1080/14786435.2020.1836415",900,200,51,,,81.5,0,9,0,7.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.8Al-9.8W,0Nd,"Xu, Y., Ma, T., Lv, X., Li, H., & Yang, Y. (2022). Effect of Rare Earth Nd on the Microstructure and Compression Behavior of Co-8.8Al-9.8 W Alloy. Journal of Materials Engineering and Performance. https://doi.org/10.1007/s11665-022-07317-y",900,50,80,,,81.4,0,8.8,0,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.8Al-9.8W-0.5Nd,0.5Nd,"Xu, Y., Ma, T., Lv, X., Li, H., & Yang, Y. (2022). Effect of Rare Earth Nd on the Microstructure and Compression Behavior of Co-8.8Al-9.8 W Alloy. Journal of Materials Engineering and Performance. https://doi.org/10.1007/s11665-022-07317-y",900,50,80,,,81.4,0,8.8,0,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
Co-8.6Al-9.5W-2.9Nd,3Nd,"Xu, Y., Ma, T., Lv, X., Li, H., & Yang, Y. (2022). Effect of Rare Earth Nd on the Microstructure and Compression Behavior of Co-8.8Al-9.8 W Alloy. Journal of Materials Engineering and Performance. https://doi.org/10.1007/s11665-022-07317-y",900,50,80,,,81.9,0,8.6,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9
Co-12.Al-7.6W,Co-12Al-8W,"Yoo, B., Jung, C., Ryou, K., Choi, W. S., Haußmann, L., Yang, S., Boll, T., Neumeier, S., & Choi, P.-P. (2022). Directed energy deposition of ?/?’ Co-Al-W superalloys. Additive Manufacturing, 60, 103287. https://doi.org/10.1016/j.addma.2022.103287",900,24,64,,,80.4,0,12,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-32.0Ni-8.Al-8.0Cr-5.0W-2.5Ti-1.5Ta-0.4Si-0.1Hf,ERBOCo-1 (SX),"Zenk, C. C. H., Volz, N., Zenk, C. C. H., Felfer, P. J., & Neumeier, S. (2020). Impact of the Co/Ni-ratio on microstructure, thermophysical properties and creep performance of multi-component ??-strengthened superalloys. Crystals, 10(11), 1–12. https://doi.org/10.3390/cryst10111058",900,16,70,,,42.5,32,8,8,5,2.5,1.5,0,0,0,0,0,0,0,0,0.4,0,0,0.1,0,0,0,0,0,0
Co-44.5Ni-8.Al-8.0Cr-5.0W-2.5Ti-1.5Ta-0.4Si-0.1Hf,ERBOCo-1X (SX),"Zenk, C. C. H., Volz, N., Zenk, C. C. H., Felfer, P. J., & Neumeier, S. (2020). Impact of the Co/Ni-ratio on microstructure, thermophysical properties and creep performance of multi-component ??-strengthened superalloys. Crystals, 10(11), 1–12. https://doi.org/10.3390/cryst10111059",900,16,70,,,30,44.5,8,8,5,2.5,1.5,0,0,0,0,0,0,0,0,0.4,0,0,0.1,0,0,0,0,0,0
Co-30.0Ni-8.Al-12.0Cr-3.0W-3.0Ti-1.0Ta,Base,"Zhuang, X., Antonov, S., Li, W., Lu, S., Li, L., & Feng, Q. (2022). Alloying effects and effective alloy design of high-Cr CoNi-based superalloys via a high-throughput experiments and machine learning framework. Acta Materialia, 118525. https://doi.org/10.1016/j.actamat.2022.118525",850,1000,41.7,,,43,30,8,12,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-40.0Ni-8.Al-12.0Cr-3.0W-3.0Ti-1.0Ta,+10Ni,"Zhuang, X., Antonov, S., Li, W., Lu, S., Li, L., & Feng, Q. (2022). Alloying effects and effective alloy design of high-Cr CoNi-based superalloys via a high-throughput experiments and machine learning framework. Acta Materialia, 118525. https://doi.org/10.1016/j.actamat.2022.118526",850,1000,41.8,,,33,40,8,12,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-20.0Ni-8.Al-12.0Cr-3.0W-3.0Ti-1.0Ta,-10Ni,"Zhuang, X., Antonov, S., Li, W., Lu, S., Li, L., & Feng, Q. (2022). Alloying effects and effective alloy design of high-Cr CoNi-based superalloys via a high-throughput experiments and machine learning framework. Acta Materialia, 118525. https://doi.org/10.1016/j.actamat.2022.118527",850,1000,47.7,,,53,20,8,12,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-10.Al-12.0Cr-3.0W-3.0Ti-1.0Ta,+2Al,"Zhuang, X., Antonov, S., Li, W., Lu, S., Li, L., & Feng, Q. (2022). Alloying effects and effective alloy design of high-Cr CoNi-based superalloys via a high-throughput experiments and machine learning framework. Acta Materialia, 118525. https://doi.org/10.1016/j.actamat.2022.118528",850,1000,56.6,,,41,30,10,12,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-8.Al-16.0Cr-3.0W-3.0Ti-1.0Ta,+4Cr,"Zhuang, X., Antonov, S., Li, W., Lu, S., Li, L., & Feng, Q. (2022). Alloying effects and effective alloy design of high-Cr CoNi-based superalloys via a high-throughput experiments and machine learning framework. Acta Materialia, 118525. https://doi.org/10.1016/j.actamat.2022.118529",850,1000,35.3,,,39,30,8,16,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-8.Al-12.0Cr-3.0W-6.0Ti-1.0Ta,+3Ti,"Zhuang, X., Antonov, S., Li, W., Lu, S., Li, L., & Feng, Q. (2022). Alloying effects and effective alloy design of high-Cr CoNi-based superalloys via a high-throughput experiments and machine learning framework. Acta Materialia, 118525. https://doi.org/10.1016/j.actamat.2022.118530",850,1000,56.6,,,40,30,8,12,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-8.Al-12.0Cr-3.0W-3.0Ti-3.0Ta,+2Ta,"Zhuang, X., Antonov, S., Li, W., Lu, S., Li, L., & Feng, Q. (2022). Alloying effects and effective alloy design of high-Cr CoNi-based superalloys via a high-throughput experiments and machine learning framework. Acta Materialia, 118525. https://doi.org/10.1016/j.actamat.2022.118531",850,1000,47.1,,,41,30,8,12,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-8.Al-12.0Cr-3.0W-3.0Ti-1.0Ta-2.0Nb,+2Nb,"Zhuang, X., Antonov, S., Li, W., Lu, S., Li, L., & Feng, Q. (2022). Alloying effects and effective alloy design of high-Cr CoNi-based superalloys via a high-throughput experiments and machine learning framework. Acta Materialia, 118525. https://doi.org/10.1016/j.actamat.2022.118532",850,1000,51,,,41,30,8,12,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-8.Al-12.0Cr-3.0W-1.0Ti-1.0Ta-2.0Nb,+2Nb-2Ti,"Zhuang, X., Antonov, S., Li, W., Lu, S., Li, L., & Feng, Q. (2022). Alloying effects and effective alloy design of high-Cr CoNi-based superalloys via a high-throughput experiments and machine learning framework. Acta Materialia, 118525. https://doi.org/10.1016/j.actamat.2022.118533",850,1000,39.2,,,43,30,8,12,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-8.Al-12.0Cr-3.0W-3.0Ti-1.0Ta-3.0Mo,+3Mo,"Zhuang, X., Antonov, S., Li, W., Lu, S., Li, L., & Feng, Q. (2022). Alloying effects and effective alloy design of high-Cr CoNi-based superalloys via a high-throughput experiments and machine learning framework. Acta Materialia, 118525. https://doi.org/10.1016/j.actamat.2022.118534",850,1000,45.8,,,40,30,8,12,3,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-8.Al-12.0Cr-3.0Ti-1.0Ta-3.0Mo,+3Mo-3W,"Zhuang, X., Antonov, S., Li, W., Lu, S., Li, L., & Feng, Q. (2022). Alloying effects and effective alloy design of high-Cr CoNi-based superalloys via a high-throughput experiments and machine learning framework. Acta Materialia, 118525. https://doi.org/10.1016/j.actamat.2022.118535",850,1000,34.4,,,43,30,8,12,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-33.8Ni-8.7Al-13.5Cr-2.1W-1.0Ti-0.9Ta-0.3Nb-2.1Mo,A1,"Zhuang, X., Antonov, S., Li, W., Lu, S., Li, L., & Feng, Q. (2022). Alloying effects and effective alloy design of high-Cr CoNi-based superalloys via a high-throughput experiments and machine learning framework. Acta Materialia, 118525. https://doi.org/10.1016/j.actamat.2022.118536",850,1000,45.7,,,37.6,33.8,8.7,13.5,2.1,1,0.9,0.3,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-8.2Al-14.2Cr-2.0W-2.7Ti-1.3Ta-0.9Nb,A2,"Zhuang, X., Antonov, S., Li, W., Lu, S., Li, L., & Feng, Q. (2022). Alloying effects and effective alloy design of high-Cr CoNi-based superalloys via a high-throughput experiments and machine learning framework. Acta Materialia, 118525. https://doi.org/10.1016/j.actamat.2022.118537",850,1000,49,,,40.7,30,8.2,14.2,2,2.7,1.3,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.1Al-9.5W,B-free,"Kolb, M. et al. On the grain boundary strengthening effect of boron in ?/?? Cobalt-base superalloys. Acta Mater. 145, 247–254 (2018).",900,200,34,,,81.4,0,9.1,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.8Al-9.6W-0.01B,.0005B,"Kolb, M. et al. On the grain boundary strengthening effect of boron in ?/?? Cobalt-base superalloys. Acta Mater. 145, 247–254 (2018).",900,200,44,,,80.594,0,9.8,0,9.6,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.1Al-9.4W-0.04B,0.04B,"Kolb, M. et al. On the grain boundary strengthening effect of boron in ?/?? Cobalt-base superalloys. Acta Mater. 145, 247–254 (2018).",900,200,37,,,81.463,0,9.1,0,9.4,0,0,0,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.1Al-9.4W-0.04B,0.04B-noPDZ,"Kolb, M. et al. On the grain boundary strengthening effect of boron in ?/?? Cobalt-base superalloys. Acta Mater. 145, 247–254 (2018).",900,200,41,,,81.463,0,9.1,0,9.4,0,0,0,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.3Al-9.4W,0.12B,"Kolb, M. et al. On the grain boundary strengthening effect of boron in ?/?? Cobalt-base superalloys. Acta Mater. 145, 247–254 (2018).",900,200,42,,,82.3,0,8.3,0,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-16.4Ni-9.5Al-6.2Cr-3.5W-2.7Ti-2.8Ta-3.3Mo-0.5Hf-0.27C-0.14B,5Mo,"Liu, J., Yu, J. J., Yang, Y. H., Zhou, Y. Z. & Sun, X. F. Effects of Mo on the evolution of microstructures and mechanical properties in Co-Al-W base superalloys. Mater. Sci. Eng. A 745, 404–410 (2019).",850,48,72.5,,,54.75179435,16.35183673,9.485220797,6.152642211,3.480339256,2.669165111,2.828739735,0,0,3.33416138,0.266349833,0,0.14205193,0,0,0,0,0,0.537698668,0,0,0,0,0,0
Co-16.Ni-9.3Al-6.Cr-3.4W-2.6Ti-2.8Ta-0.Mo-0.5Hf-0.26C-0.14B,0Mo,"Liu, J., Yu, J. J., Yang, Y. H., Zhou, Y. Z. & Sun, X. F. Effects of Mo on the evolution of microstructures and mechanical properties in Co-Al-W base superalloys. Mater. Sci. Eng. A 745, 404–410 (2019).",850,48,72.6,,,58.94573616,16.01641243,9.290650997,6.026433408,3.408947253,2.614412678,2.770713956,0,0,0,0.260886214,0,0.139138027,0,0,0,0,0,0.526668886,0,0,0,0,0,0
Co-10.0Ni-5.Al-6.0Ti-3.0Nb-3.0V-0.04B,3 (6Ti-0Cr),"Reyes Tirado, F. L., Taylor, S. v., & Dunand, D. C. (2020). Low-density, W-free Co–Nb–V–Al-based superalloys with ?/?’ microstructure. Materials Science and Engineering A, 796. https://doi.org/10.1016/j.msea.2020.139977",850,1000,53.3,,,72.96,10,5,0,0,6,0,3,3,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.0Ni-5.Al-4.0Cr-6.0Ti-3.0Nb-3.0V-0.04B,4 (6Ti-4Cr),"Reyes Tirado, F. L., Taylor, S. v., & Dunand, D. C. (2020). Low-density, W-free Co–Nb–V–Al-based superalloys with ?/?’ microstructure. Materials Science and Engineering A, 796. https://doi.org/10.1016/j.msea.2020.139978",850,1000,59,,,68.96,10,5,4,0,6,0,3,3,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.0Ni-5.Al-8.0Cr-2.0Ti-3.0Nb-3.0V-0.04B,6 (2Ti-8Cr),"Reyes Tirado, F. L., Taylor, S. v., & Dunand, D. C. (2020). Low-density, W-free Co–Nb–V–Al-based superalloys with ?/?’ microstructure. Materials Science and Engineering A, 796. https://doi.org/10.1016/j.msea.2020.139980",850,1000,64,,,68.96,10,5,8,0,2,0,3,3,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.1Al-8.4W,9W,"Bauer, A., Neumeier, S., Pyczak, F., Singer, R. F., & Göken, M. (2012). Creep properties of different ?’-strengthened Co-base superalloys. Materials Science and Engineering A, 550, 333–341. https://doi.org/10.1016/j.msea.2012.04.083",900,200,58,,,83.5,0,8.1,0,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.4Al-10.2W-1.8Nb,10W-2Nb,"Bauer, A., Neumeier, S., Pyczak, F., Singer, R. F., & Göken, M. (2012). Creep properties of different ?’-strengthened Co-base superalloys. Materials Science and Engineering A, 550, 333–341. https://doi.org/10.1016/j.msea.2012.04.086",900,200,81,,,78.6,0,9.4,0,10.2,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.1Al-7.7W-1.6Ta-1.8Si,8W-2Ta-2Si,"Bauer, A., Neumeier, S., Pyczak, F., Singer, R. F., & Göken, M. (2012). Creep properties of different ?’-strengthened Co-base superalloys. Materials Science and Engineering A, 550, 333–341. https://doi.org/10.1016/j.msea.2012.04.092",900,200,53,,,80.8,0,8.1,0,7.7,0,1.6,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0
Co-8.6Al-4.1Cr-9.5W,9W-4Cr-0.04B,"Bauer, A., Neumeier, S., Pyczak, F., & Göken, M. (2012). Creep Strength and Microstructure of Polycrystalline ?? - Strengthened Cobalt-Base Superalloys. In Superalloys 2012 (pp. 695–703). https://doi.org/10.1002/9781118516430.ch77",900,200,83,,,77.8,0,8.6,4.1,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.7Al-8.2Cr-9.6W,9W-8Cr-0.04B,"Bauer, A., Neumeier, S., Pyczak, F., & Göken, M. (2012). Creep Strength and Microstructure of Polycrystalline ?? - Strengthened Cobalt-Base Superalloys. In Superalloys 2012 (pp. 695–703). https://doi.org/10.1002/9781118516430.ch78",900,200,83,,,73.5,0,8.7,8.2,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.9Al-9.3W-2.Ta-0.12B,9W-2Ta-0.12B,"Bauer, A., Neumeier, S., Pyczak, F., & Göken, M. (2012). Creep Strength and Microstructure of Polycrystalline ?? - Strengthened Cobalt-Base Superalloys. In Superalloys 2012 (pp. 695–703). https://doi.org/10.1002/9781118516430.ch82",900,200,82,,,79.68,0,8.9,0,9.3,0,2,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.5Al-9.6W,9W(SX),"Bauer, A., Neumeier, S., Pyczak, F., Singer, R. F., & Göken, M. (2012). Creep properties of different ?’-strengthened Co-base superalloys. Materials Science and Engineering A, 550, 333–341. https://doi.org/10.1016/j.msea.2012.04.084",900,200,58,,,81.9,0,8.5,0,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.4Al-9.7W-0.04B,9W-0.04B,"Bauer, A., Neumeier, S., Pyczak, F., & Göken, M. (2012). Creep Strength and Microstructure of Polycrystalline ?? - Strengthened Cobalt-Base Superalloys. In Superalloys 2012 (pp. 695–703). https://doi.org/10.1002/9781118516430.ch79",900,200,58,,,81.86,0,8.4,0,9.7,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.9Al-9.5W-0.08B,9W-0.08B,"Bauer, A., Neumeier, S., Pyczak, F., Singer, R. F., & Göken, M. (2012). Creep properties of different ?’-strengthened Co-base superalloys. Materials Science and Engineering A, 550, 333–341. https://doi.org/10.1016/j.msea.2012.04.085",900,200,58,,,81.52,0,8.9,0,9.5,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.3Al-9.4W-0.12B,9W-0.12B,"Bauer, A., Neumeier, S., Pyczak, F., Singer, R. F., & Göken, M. (2012). Creep properties of different ?’-strengthened Co-base superalloys. Materials Science and Engineering A, 550, 333–341. https://doi.org/10.1016/j.msea.2012.04.087",900,200,58,,,82.18,0,8.3,0,9.4,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.Al-6.7W-1.4Ta-1.4Nb,8W-2Ta-2Nb,"Bauer, A., Neumeier, S., Pyczak, F., Singer, R. F., & Göken, M. (2012). Creep properties of different ?’-strengthened Co-base superalloys. Materials Science and Engineering A, 550, 333–341. https://doi.org/10.1016/j.msea.2012.04.089",900,200,78,,,82.5,0,8,0,6.7,0,1.4,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.2Al-9.4W-1.1Mo-0.04B,9W-1Mo-0.04B,"Bauer, A., Neumeier, S., Pyczak, F., & Göken, M. (2012). Creep Strength and Microstructure of Polycrystalline ?? - Strengthened Cobalt-Base Superalloys. In Superalloys 2012 (pp. 695–703). https://doi.org/10.1002/9781118516430.ch84",900,200,72,,,81.26,0,8.2,0,9.4,0,0,0,0,1.1,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.2Al-9.6W-1.5Ta-1.8Mo,8W-2Ta-2Mo,"Bauer, A., Neumeier, S., Pyczak, F., Singer, R. F., & Göken, M. (2012). Creep properties of different ?’-strengthened Co-base superalloys. Materials Science and Engineering A, 550, 333–341. https://doi.org/10.1016/j.msea.2012.04.088",900,200,76,,,78.9,0,8.2,0,9.6,0,1.5,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.7Al-10.3W-2.Si,10W-2Si,"Bauer, A., Neumeier, S., Pyczak, F., & Göken, M. (2012). Creep Strength and Microstructure of Polycrystalline ?? - Strengthened Cobalt-Base Superalloys. In Superalloys 2012 (pp. 695–703). https://doi.org/10.1002/9781118516430.ch85",900,200,72,,,79,0,8.7,0,10.3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Co-8.4Al-9.6W-2.2Ti-0.12B,9W-2Ti-0.12B,"Bauer, A., Neumeier, S., Pyczak, F., & Göken, M. (2012). Creep Strength and Microstructure of Polycrystalline ?? - Strengthened Cobalt-Base Superalloys. In Superalloys 2012 (pp. 695–703). https://doi.org/10.1002/9781118516430.ch83",900,200,75,,,79.68,0,8.4,0,9.6,2.2,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.8Al-4.W-0.5Ta,Master Alloy A,"Bezold, A. et al. On the Precipitation-Strengthening Contribution of the Ta-Containing Co3(Al,W)-Phase to the Creep Properties of ?/?? Cobalt-Base Superalloys. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 51, 1567–1574 (2020).",900,100,0,,,86.7,0,8.8,0,4,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.8Al-5.8W-1.Ta,VF20,"Bezold, A. et al. On the Precipitation-Strengthening Contribution of the Ta-Containing Co3(Al,W)-Phase to the Creep Properties of ?/?? Cobalt-Base Superalloys. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 51, 1567–1574 (2020).",900,100,20,,,84.48,0,8.76,0,5.76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.7Al-7.8W-1.5Ta,VF40,"Bezold, A. et al. On the Precipitation-Strengthening Contribution of the Ta-Containing Co3(Al,W)-Phase to the Creep Properties of ?/?? Cobalt-Base Superalloys. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 51, 1567–1574 (2020).",900,100,50,,,81.98,0,8.74,0,7.82,0,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.6Al-9.2W-1.9Ta,VF60,"Bezold, A. et al. On the Precipitation-Strengthening Contribution of the Ta-Containing Co3(Al,W)-Phase to the Creep Properties of ?/?? Cobalt-Base Superalloys. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 51, 1567–1574 (2020).",900,100,70,,,80.34,0,8.6,0,9.18,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.5Al-7.5W,Co-9.5Al-7.5W,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",1050,6,34,,,83.06,0,9.49,0,7.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.6Al-7.5W-0.04B,Co-9.5Al-7.5W-0.05B,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",1050,6,35,,,82.9015,0,9.56,0,7.5,0,0,0,0,0,0,0,0.0385,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.9Al-7.6W-0.01B,Co-9.5Al-7.5W-0.01B,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",1050,6,37,,,82.5008,0,9.85,0,7.64,0,0,0,0,0,0,0,0.0092,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.6Al-7.4W-0.04Zr,Co-9.5Al-7.5W-0.05Zr,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",1050,6,37,,,82.985,0,9.58,0,7.4,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.5Al-7.7W-0.03Zr-0.01B,Co-9.5Al-7.5W-0.05B-0.05Zr,"Bocchini, P. J. (2015). Microstructure and Mechanical Properties in Gamma(face-centered cubic) + Gamma Prime(L1 2 ) Precipitation-Strengthened Cobalt-based Superalloys.",1050,6,40,,,82.7771,0,9.53,0,7.66,0,0,0,0,0,0,0.0275,0.0054,0,0,0,0,0,0,0,0,0,0,0,0
