Shortname,Name,Paper,Aging Temp C,Temperature C,g' lattice parameter (nm),g lattice parameter,misfit,Notes,Index,Co,Ni,Al,Cr,W,Ti,Ta,Nb,V,Mo,C,Zr,B,Ir,Re,Si,Fe,Y,Hf,Ge,Mn,Sc,Ru,Ce,Nd
Co-34.8Ni-1.7Fe-4.3Al-19.7Cr-1.0Ti-1.9Nb-4.9Mo,AG,"Bian, H., Xu, X., Li, Y., Koizumi, Y., Wang, Z., Chen, M., Yamanaka, K., & Chiba, A. (2015). Regulating the coarsening of the ?’ phase in superalloys. NPG Asia Materials, 7(8). https://doi.org/10.1038/am.2015.96",800,25,0.3601,0.3597,0.0013,3h,904,31.8,34.82,4.33,19.65,0,0.97,0,1.89,0,4.87,0,0,0,0,0,0,1.67,0,0,0,0,0,0,0,0
Co-10.Al-3.0Nb,Co-10Al-3Nb,"Cao, B. X., Xu, W. W., Yu, C. Y., Wu, S. W., Kong, H. J., Ding, Z. Y., Zhang, T. L., Luan, J. H., Xiao, B., Jiao, Z. B., Liu, Y., Yang, T., & Liu, C. T. (2022). L12-strengthened multicomponent Co-Al-Nb-based alloys with high strength and matrix-confined stacking-fault-mediated plasticity. Acta Materialia, 229. https://doi.org/10.1016/j.actamat.2022.117767",700,25,0.3585,0.3644,0.0164,,909,87,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-13.7Al-7.7W,Ternary T1,"Casas, R., Galvez, F., & Campos, M. (2022). Microstructure stability and hardening determination through heat treatment of sintered Co ?/?? based alloys. Powder Metallurgy, 65(3), 242–252. https://doi.org/10.1080/00325899.2021.1994116",900,25,0.3585,0.3571,0.0039,900C for 24h,194,78.63,0,13.66,0,7.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-11.7Al-9.0W-2.1Ti-1.7Ta,Quinary T2,"Casas, R., Galvez, F., & Campos, M. (2022). Microstructure stability and hardening determination through heat treatment of sintered Co ?/?? based alloys. Powder Metallurgy, 65(3), 242–252. https://doi.org/10.1080/00325899.2021.1994116",900,25,0.359,0.3575,0.0045,900C for 24h,911,75.49,0,11.65,0,9.03,2.14,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.3Ni-4.7Al-15.5Cr-5.3Ti,Co-30Ni-15Cr-5Al-5Ti,"Liang, Z., Neumeier, S., Rao, Z., Göken, M., & Pyczak, F. (2022). CALPHAD informed design of multicomponent CoNiCr-based superalloys exhibiting large lattice misfit and high yield stress. Materials Science and Engineering A, 854. https://doi.org/10.1016/j.msea.2022.143798",900,25,,0.35414,0.013,,959,45.2,29.3,4.7,15.5,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.3Ni-6.4Al-15.2Cr-5.1Ti-2.1Ta,Co-30Ni-15Cr-5Al-5Ti-2Ta,"Liang, Z., Neumeier, S., Rao, Z., Göken, M., & Pyczak, F. (2022). CALPHAD informed design of multicomponent CoNiCr-based superalloys exhibiting large lattice misfit and high yield stress. Materials Science and Engineering A, 854. https://doi.org/10.1016/j.msea.2022.143798",900,25,,0.35467,0.014,,960,41.9,29.3,6.4,15.2,0,5.1,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-34.0Ni-4.5Al-15.6Cr-5.5Ti,CoNi-baseline,"Liang, Z., Paul, J. D. H., Stark, A., Bezold, A., Neumeier, S., Göken, M., & Pyczak, F. (2022). High-Temperature CoNi-Based Superalloys Strengthened by ??-(Ni,Co)3(Cr,Al,Ti,X): The Effect of Refractory Elements. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06795-y",900,25,0.35872,0.35486,0.010819,,961,40.4,34,4.5,15.6,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-34.3Ni-4.7Al-15.6Cr-5.1Ti-1.9Ta,CoNi-2Ta,"Liang, Z., Paul, J. D. H., Stark, A., Bezold, A., Neumeier, S., Göken, M., & Pyczak, F. (2022). High-Temperature CoNi-Based Superalloys Strengthened by ??-(Ni,Co)3(Cr,Al,Ti,X): The Effect of Refractory Elements. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06795-y",900,25,0.35943,0.35533,0.011472,,962,38.4,34.3,4.7,15.6,0,5.1,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-34.7Ni-4.5Al-15.5Cr-4.9Ti-1.8Nb,CoNi-2Nb,"Liang, Z., Paul, J. D. H., Stark, A., Bezold, A., Neumeier, S., Göken, M., & Pyczak, F. (2022). High-Temperature CoNi-Based Superalloys Strengthened by ??-(Ni,Co)3(Cr,Al,Ti,X): The Effect of Refractory Elements. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06795-y",900,25,0.35951,0.35545,0.011357,,963,38.6,34.7,4.5,15.5,0,4.9,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-34.6Ni-4.4Al-15.4Cr-0.9W-5.2Ti-2.0Mo,CoNi-3W,"Liang, Z., Paul, J. D. H., Stark, A., Bezold, A., Neumeier, S., Göken, M., & Pyczak, F. (2022). High-Temperature CoNi-Based Superalloys Strengthened by ??-(Ni,Co)3(Cr,Al,Ti,X): The Effect of Refractory Elements. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06795-y",900,25,0.3592,0.35637,0.00791,,964,37.5,34.6,4.4,15.4,0.9,5.2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-34.8Ni-4.7Al-15.3Cr-3.1W-5.1Ti,CoNi-2Mo1W,"Liang, Z., Paul, J. D. H., Stark, A., Bezold, A., Neumeier, S., Göken, M., & Pyczak, F. (2022). High-Temperature CoNi-Based Superalloys Strengthened by ??-(Ni,Co)3(Cr,Al,Ti,X): The Effect of Refractory Elements. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06795-y",900,25,0.35795,0.35655,0.003919,,965,37,34.8,4.7,15.3,3.1,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-36.4Ni-4.7Al-15.2Cr-1.2W-5.2Ti-1.0Ta-2.1Mo,CoNi-2Mo1W2Ti,"Liang, Z., Paul, J. D. H., Stark, A., Bezold, A., Neumeier, S., Göken, M., & Pyczak, F. (2022). High-Temperature CoNi-Based Superalloys Strengthened by ??-(Ni,Co)3(Cr,Al,Ti,X): The Effect of Refractory Elements. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06795-y",900,25,0.35991,0.35793,0.005517,,966,34.2,36.4,4.7,15.2,1.2,5.2,1,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-34.4Ni-4.5Al-15.7Cr-1.1W-7.4Ti-1.8Mo,CoNi-2Mo1W1Ta,"Liang, Z., Paul, J. D. H., Stark, A., Bezold, A., Neumeier, S., Göken, M., & Pyczak, F. (2022). High-Temperature CoNi-Based Superalloys Strengthened by ??-(Ni,Co)3(Cr,Al,Ti,X): The Effect of Refractory Elements. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06795-y",900,25,0.36017,0.35719,0.008308,,967,35.1,34.4,4.5,15.7,1.1,7.4,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.0W-4.0Ti-2.0Ta-10.0V,Co-4Ti-10V-2W-2Ta,"Liu, X., Chen, Z., Chen, Y., Yang, S., Pan, Y., Lu, Y., Qu, S., Li, Y., Yang, Y., & Wang, C. (2021). Multicomponent Co-Ti-based superalloy with high solvus temperature and low lattice misfit. Materials Letters, 284. https://doi.org/10.1016/j.matlet.2020.128910",900,25,0.3606,0.3595,0.0033,"calc misfit is .31%, but they report .33%",978,82,0,0,0,2,4,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-10.Al-2.0Ta-5.0V,base,"Liu, X., Cai, W., Chen, Z., Chen, Y., Chen, X., Yang, S., Lu, Y., Han, J., & Wang, C. (2022). Effects of alloying additions on the microstructure, lattice misfit, and solvus temperature of a novel Co–Ni-based superalloy. Intermetallics, 141. https://doi.org/10.1016/j.intermet.2021.107431",900,25,0.3548,0.3533,0.004237,,989,53,30,10,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-10.Al-2.0Ti-2.0Ta-5.0V,2Ti,"Liu, X., Cai, W., Chen, Z., Chen, Y., Chen, X., Yang, S., Lu, Y., Han, J., & Wang, C. (2022). Effects of alloying additions on the microstructure, lattice misfit, and solvus temperature of a novel Co–Ni-based superalloy. Intermetallics, 141. https://doi.org/10.1016/j.intermet.2021.107431",900,25,0.3563,0.3544,0.005347,,990,51,30,10,0,0,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-10.Al-2.0Ta-2.0Nb-5.0V,2Nb,"Liu, X., Cai, W., Chen, Z., Chen, Y., Chen, X., Yang, S., Lu, Y., Han, J., & Wang, C. (2022). Effects of alloying additions on the microstructure, lattice misfit, and solvus temperature of a novel Co–Ni-based superalloy. Intermetallics, 141. https://doi.org/10.1016/j.intermet.2021.107431",900,25,0.3566,0.3545,0.005906,,991,51,30,10,0,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-10.Al-2.0Ta-5.0V-2.0Mo,2Mo,"Liu, X., Cai, W., Chen, Z., Chen, Y., Chen, X., Yang, S., Lu, Y., Han, J., & Wang, C. (2022). Effects of alloying additions on the microstructure, lattice misfit, and solvus temperature of a novel Co–Ni-based superalloy. Intermetallics, 141. https://doi.org/10.1016/j.intermet.2021.107431",900,25,0.3558,0.3543,0.004225,,992,51,30,10,0,0,0,2,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-10.Al-2.0W-2.0Ta-5.0V,2W,"Liu, X., Cai, W., Chen, Z., Chen, Y., Chen, X., Yang, S., Lu, Y., Han, J., & Wang, C. (2022). Effects of alloying additions on the microstructure, lattice misfit, and solvus temperature of a novel Co–Ni-based superalloy. Intermetallics, 141. https://doi.org/10.1016/j.intermet.2021.107431",900,25,0.3556,0.3542,0.003945,,993,51,30,10,0,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-74.9Ni-4.9Al-14.9Cr-5.3Ti,0Co,"Llewelyn, S. C. H., Owen, L. R., Playford, H. Y., Jones, N. G., Dye, D., Hardy, M. C., & Stone, H. J. (2023). Influence of Ni:Co ratio and temperature on the lattice misfit of ?-?’ Ni-Co-Al-Ti-Cr alloys. Journal of Alloys and Compounds, 937. https://doi.org/10.1016/j.jallcom.2022.168253",800,25,0.35721,0.35552,0.004742,,994,0.02,74.88,4.93,14.9,0,5.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-74.9Ni-4.9Al-14.9Cr-5.3Ti,0Co,"Llewelyn, S. C. H., Owen, L. R., Playford, H. Y., Jones, N. G., Dye, D., Hardy, M. C., & Stone, H. J. (2023). Influence of Ni:Co ratio and temperature on the lattice misfit of ?-?’ Ni-Co-Al-Ti-Cr alloys. Journal of Alloys and Compounds, 937. https://doi.org/10.1016/j.jallcom.2022.168253",800,400,0.35892,0.35734,0.004412,,994,0.02,74.88,4.93,14.9,0,5.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-74.9Ni-4.9Al-14.9Cr-5.3Ti,0Co,"Llewelyn, S. C. H., Owen, L. R., Playford, H. Y., Jones, N. G., Dye, D., Hardy, M. C., & Stone, H. J. (2023). Influence of Ni:Co ratio and temperature on the lattice misfit of ?-?’ Ni-Co-Al-Ti-Cr alloys. Journal of Alloys and Compounds, 937. https://doi.org/10.1016/j.jallcom.2022.168253",800,600,0.36007,0.35862,0.004035,,994,0.02,74.88,4.93,14.9,0,5.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-74.9Ni-4.9Al-14.9Cr-5.3Ti,0Co,"Llewelyn, S. C. H., Owen, L. R., Playford, H. Y., Jones, N. G., Dye, D., Hardy, M. C., & Stone, H. J. (2023). Influence of Ni:Co ratio and temperature on the lattice misfit of ?-?’ Ni-Co-Al-Ti-Cr alloys. Journal of Alloys and Compounds, 937. https://doi.org/10.1016/j.jallcom.2022.168253",800,700,0.36064,0.35928,0.003778,,994,0.02,74.88,4.93,14.9,0,5.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-74.9Ni-4.9Al-14.9Cr-5.3Ti,0Co,"Llewelyn, S. C. H., Owen, L. R., Playford, H. Y., Jones, N. G., Dye, D., Hardy, M. C., & Stone, H. J. (2023). Influence of Ni:Co ratio and temperature on the lattice misfit of ?-?’ Ni-Co-Al-Ti-Cr alloys. Journal of Alloys and Compounds, 937. https://doi.org/10.1016/j.jallcom.2022.168253",800,800,0.36122,0.36003,0.0033,,994,0.02,74.88,4.93,14.9,0,5.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-65.2Ni-5.1Al-14.9Cr-5.2Ti,9Co,"Llewelyn, S. C. H., Owen, L. R., Playford, H. Y., Jones, N. G., Dye, D., Hardy, M. C., & Stone, H. J. (2023). Influence of Ni:Co ratio and temperature on the lattice misfit of ?-?’ Ni-Co-Al-Ti-Cr alloys. Journal of Alloys and Compounds, 937. https://doi.org/10.1016/j.jallcom.2022.168253",800,25,0.3576,0.35576,0.005159,,995,9.61,65.2,5.09,14.9,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-65.2Ni-5.1Al-14.9Cr-5.2Ti,9Co,"Llewelyn, S. C. H., Owen, L. R., Playford, H. Y., Jones, N. G., Dye, D., Hardy, M. C., & Stone, H. J. (2023). Influence of Ni:Co ratio and temperature on the lattice misfit of ?-?’ Ni-Co-Al-Ti-Cr alloys. Journal of Alloys and Compounds, 937. https://doi.org/10.1016/j.jallcom.2022.168253",800,400,0.35938,0.35767,0.00477,,995,9.61,65.2,5.09,14.9,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-65.2Ni-5.1Al-14.9Cr-5.2Ti,9Co,"Llewelyn, S. C. H., Owen, L. R., Playford, H. Y., Jones, N. G., Dye, D., Hardy, M. C., & Stone, H. J. (2023). Influence of Ni:Co ratio and temperature on the lattice misfit of ?-?’ Ni-Co-Al-Ti-Cr alloys. Journal of Alloys and Compounds, 937. https://doi.org/10.1016/j.jallcom.2022.168253",800,600,0.36048,0.35889,0.004421,,995,9.61,65.2,5.09,14.9,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-65.2Ni-5.1Al-14.9Cr-5.2Ti,9Co,"Llewelyn, S. C. H., Owen, L. R., Playford, H. Y., Jones, N. G., Dye, D., Hardy, M. C., & Stone, H. J. (2023). Influence of Ni:Co ratio and temperature on the lattice misfit of ?-?’ Ni-Co-Al-Ti-Cr alloys. Journal of Alloys and Compounds, 937. https://doi.org/10.1016/j.jallcom.2022.168253",800,700,0.36106,0.35956,0.004163,,995,9.61,65.2,5.09,14.9,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-65.2Ni-5.1Al-14.9Cr-5.2Ti,9Co,"Llewelyn, S. C. H., Owen, L. R., Playford, H. Y., Jones, N. G., Dye, D., Hardy, M. C., & Stone, H. J. (2023). Influence of Ni:Co ratio and temperature on the lattice misfit of ?-?’ Ni-Co-Al-Ti-Cr alloys. Journal of Alloys and Compounds, 937. https://doi.org/10.1016/j.jallcom.2022.168253",800,800,0.36168,0.36036,0.003656,,995,9.61,65.2,5.09,14.9,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-56.2Ni-5.1Al-14.8Cr-5.3Ti,19Co,"Llewelyn, S. C. H., Owen, L. R., Playford, H. Y., Jones, N. G., Dye, D., Hardy, M. C., & Stone, H. J. (2023). Influence of Ni:Co ratio and temperature on the lattice misfit of ?-?’ Ni-Co-Al-Ti-Cr alloys. Journal of Alloys and Compounds, 937. https://doi.org/10.1016/j.jallcom.2022.168253",800,25,0.35788,0.35589,0.005576,,996,18.64,56.21,5.08,14.8,0,5.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-56.2Ni-5.1Al-14.8Cr-5.3Ti,19Co,"Llewelyn, S. C. H., Owen, L. R., Playford, H. Y., Jones, N. G., Dye, D., Hardy, M. C., & Stone, H. J. (2023). Influence of Ni:Co ratio and temperature on the lattice misfit of ?-?’ Ni-Co-Al-Ti-Cr alloys. Journal of Alloys and Compounds, 937. https://doi.org/10.1016/j.jallcom.2022.168253",800,400,0.35959,0.35772,0.005214,,996,18.64,56.21,5.08,14.8,0,5.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-56.2Ni-5.1Al-14.8Cr-5.3Ti,19Co,"Llewelyn, S. C. H., Owen, L. R., Playford, H. Y., Jones, N. G., Dye, D., Hardy, M. C., & Stone, H. J. (2023). Influence of Ni:Co ratio and temperature on the lattice misfit of ?-?’ Ni-Co-Al-Ti-Cr alloys. Journal of Alloys and Compounds, 937. https://doi.org/10.1016/j.jallcom.2022.168253",800,600,0.36078,0.35905,0.004807,,996,18.64,56.21,5.08,14.8,0,5.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-56.2Ni-5.1Al-14.8Cr-5.3Ti,19Co,"Llewelyn, S. C. H., Owen, L. R., Playford, H. Y., Jones, N. G., Dye, D., Hardy, M. C., & Stone, H. J. (2023). Influence of Ni:Co ratio and temperature on the lattice misfit of ?-?’ Ni-Co-Al-Ti-Cr alloys. Journal of Alloys and Compounds, 937. https://doi.org/10.1016/j.jallcom.2022.168253",800,700,0.36137,0.35972,0.004576,,996,18.64,56.21,5.08,14.8,0,5.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-56.2Ni-5.1Al-14.8Cr-5.3Ti,19Co,"Llewelyn, S. C. H., Owen, L. R., Playford, H. Y., Jones, N. G., Dye, D., Hardy, M. C., & Stone, H. J. (2023). Influence of Ni:Co ratio and temperature on the lattice misfit of ?-?’ Ni-Co-Al-Ti-Cr alloys. Journal of Alloys and Compounds, 937. https://doi.org/10.1016/j.jallcom.2022.168253",800,800,0.36199,0.36052,0.004069,,996,18.64,56.21,5.08,14.8,0,5.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-47.2Ni-5.Al-14.8Cr-5.2Ti,28Co,"Llewelyn, S. C. H., Owen, L. R., Playford, H. Y., Jones, N. G., Dye, D., Hardy, M. C., & Stone, H. J. (2023). Influence of Ni:Co ratio and temperature on the lattice misfit of ?-?’ Ni-Co-Al-Ti-Cr alloys. Journal of Alloys and Compounds, 937. https://doi.org/10.1016/j.jallcom.2022.168253",800,25,0.3579,0.3558,0.005885,,997,27.76,47.2,5.01,14.8,0,5.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-47.2Ni-5.Al-14.8Cr-5.2Ti,28Co,"Llewelyn, S. C. H., Owen, L. R., Playford, H. Y., Jones, N. G., Dye, D., Hardy, M. C., & Stone, H. J. (2023). Influence of Ni:Co ratio and temperature on the lattice misfit of ?-?’ Ni-Co-Al-Ti-Cr alloys. Journal of Alloys and Compounds, 937. https://doi.org/10.1016/j.jallcom.2022.168253",800,400,0.35959,0.3576,0.005549,,997,27.76,47.2,5.01,14.8,0,5.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-47.2Ni-5.Al-14.8Cr-5.2Ti,28Co,"Llewelyn, S. C. H., Owen, L. R., Playford, H. Y., Jones, N. G., Dye, D., Hardy, M. C., & Stone, H. J. (2023). Influence of Ni:Co ratio and temperature on the lattice misfit of ?-?’ Ni-Co-Al-Ti-Cr alloys. Journal of Alloys and Compounds, 937. https://doi.org/10.1016/j.jallcom.2022.168253",800,600,0.36082,0.35895,0.005196,,997,27.76,47.2,5.01,14.8,0,5.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-47.2Ni-5.Al-14.8Cr-5.2Ti,28Co,"Llewelyn, S. C. H., Owen, L. R., Playford, H. Y., Jones, N. G., Dye, D., Hardy, M. C., & Stone, H. J. (2023). Influence of Ni:Co ratio and temperature on the lattice misfit of ?-?’ Ni-Co-Al-Ti-Cr alloys. Journal of Alloys and Compounds, 937. https://doi.org/10.1016/j.jallcom.2022.168253",800,700,0.36141,0.35963,0.004937,,997,27.76,47.2,5.01,14.8,0,5.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-47.2Ni-5.Al-14.8Cr-5.2Ti,28Co,"Llewelyn, S. C. H., Owen, L. R., Playford, H. Y., Jones, N. G., Dye, D., Hardy, M. C., & Stone, H. J. (2023). Influence of Ni:Co ratio and temperature on the lattice misfit of ?-?’ Ni-Co-Al-Ti-Cr alloys. Journal of Alloys and Compounds, 937. https://doi.org/10.1016/j.jallcom.2022.168253",800,800,0.36203,0.36042,0.004457,,997,27.76,47.2,5.01,14.8,0,5.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-37.7Ni-5.Al-15.0Cr-5.1Ti,38Co,"Llewelyn, S. C. H., Owen, L. R., Playford, H. Y., Jones, N. G., Dye, D., Hardy, M. C., & Stone, H. J. (2023). Influence of Ni:Co ratio and temperature on the lattice misfit of ?-?’ Ni-Co-Al-Ti-Cr alloys. Journal of Alloys and Compounds, 937. https://doi.org/10.1016/j.jallcom.2022.168253",800,25,0.3579,0.3558,0.005885,,998,37.21,37.7,5.01,15,0,5.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-37.7Ni-5.Al-15.0Cr-5.1Ti,38Co,"Llewelyn, S. C. H., Owen, L. R., Playford, H. Y., Jones, N. G., Dye, D., Hardy, M. C., & Stone, H. J. (2023). Influence of Ni:Co ratio and temperature on the lattice misfit of ?-?’ Ni-Co-Al-Ti-Cr alloys. Journal of Alloys and Compounds, 937. https://doi.org/10.1016/j.jallcom.2022.168253",800,400,0.35975,0.3577,0.005715,,998,37.21,37.7,5.01,15,0,5.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-37.7Ni-5.Al-15.0Cr-5.1Ti,38Co,"Llewelyn, S. C. H., Owen, L. R., Playford, H. Y., Jones, N. G., Dye, D., Hardy, M. C., & Stone, H. J. (2023). Influence of Ni:Co ratio and temperature on the lattice misfit of ?-?’ Ni-Co-Al-Ti-Cr alloys. Journal of Alloys and Compounds, 937. https://doi.org/10.1016/j.jallcom.2022.168253",800,600,0.36089,0.35896,0.005362,,998,37.21,37.7,5.01,15,0,5.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-37.7Ni-5.Al-15.0Cr-5.1Ti,38Co,"Llewelyn, S. C. H., Owen, L. R., Playford, H. Y., Jones, N. G., Dye, D., Hardy, M. C., & Stone, H. J. (2023). Influence of Ni:Co ratio and temperature on the lattice misfit of ?-?’ Ni-Co-Al-Ti-Cr alloys. Journal of Alloys and Compounds, 937. https://doi.org/10.1016/j.jallcom.2022.168253",800,700,0.36151,0.35964,0.005186,,998,37.21,37.7,5.01,15,0,5.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-37.7Ni-5.Al-15.0Cr-5.1Ti,38Co,"Llewelyn, S. C. H., Owen, L. R., Playford, H. Y., Jones, N. G., Dye, D., Hardy, M. C., & Stone, H. J. (2023). Influence of Ni:Co ratio and temperature on the lattice misfit of ?-?’ Ni-Co-Al-Ti-Cr alloys. Journal of Alloys and Compounds, 937. https://doi.org/10.1016/j.jallcom.2022.168253",800,800,0.36217,0.36046,0.004733,,998,37.21,37.7,5.01,15,0,5.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-28.4Ni-5.Al-15.0Cr-5.2Ti,47Co,"Llewelyn, S. C. H., Owen, L. R., Playford, H. Y., Jones, N. G., Dye, D., Hardy, M. C., & Stone, H. J. (2023). Influence of Ni:Co ratio and temperature on the lattice misfit of ?-?’ Ni-Co-Al-Ti-Cr alloys. Journal of Alloys and Compounds, 937. https://doi.org/10.1016/j.jallcom.2022.168253",800,25,0.35584,0.35388,0.005523,,999,46.37,28.43,5,15,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-28.4Ni-5.Al-15.0Cr-5.2Ti,47Co,"Llewelyn, S. C. H., Owen, L. R., Playford, H. Y., Jones, N. G., Dye, D., Hardy, M. C., & Stone, H. J. (2023). Influence of Ni:Co ratio and temperature on the lattice misfit of ?-?’ Ni-Co-Al-Ti-Cr alloys. Journal of Alloys and Compounds, 937. https://doi.org/10.1016/j.jallcom.2022.168253",800,400,0.3576,0.35568,0.005384,,999,46.37,28.43,5,15,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-28.4Ni-5.Al-15.0Cr-5.2Ti,47Co,"Llewelyn, S. C. H., Owen, L. R., Playford, H. Y., Jones, N. G., Dye, D., Hardy, M. C., & Stone, H. J. (2023). Influence of Ni:Co ratio and temperature on the lattice misfit of ?-?’ Ni-Co-Al-Ti-Cr alloys. Journal of Alloys and Compounds, 937. https://doi.org/10.1016/j.jallcom.2022.168253",800,600,0.35883,0.35697,0.005197,,999,46.37,28.43,5,15,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-28.4Ni-5.Al-15.0Cr-5.2Ti,47Co,"Llewelyn, S. C. H., Owen, L. R., Playford, H. Y., Jones, N. G., Dye, D., Hardy, M. C., & Stone, H. J. (2023). Influence of Ni:Co ratio and temperature on the lattice misfit of ?-?’ Ni-Co-Al-Ti-Cr alloys. Journal of Alloys and Compounds, 937. https://doi.org/10.1016/j.jallcom.2022.168253",800,700,0.35955,0.35772,0.005103,,999,46.37,28.43,5,15,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-28.4Ni-5.Al-15.0Cr-5.2Ti,47Co,"Llewelyn, S. C. H., Owen, L. R., Playford, H. Y., Jones, N. G., Dye, D., Hardy, M. C., & Stone, H. J. (2023). Influence of Ni:Co ratio and temperature on the lattice misfit of ?-?’ Ni-Co-Al-Ti-Cr alloys. Journal of Alloys and Compounds, 937. https://doi.org/10.1016/j.jallcom.2022.168253",800,800,0.36024,0.35853,0.004758,,999,46.37,28.43,5,15,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.2Ni-9.1Al-2.3Nb-5.5Mo-2.1Ru,2Nb2Ru,"Pandey, P., Sawant, A., Baler, N., Makineni, S. K., & Chattopadhyay, K. (2022). Effect of Ru addition on ?/?? microstructural stability in a low-density CoNi based superalloy. Scripta Materialia, 208. https://doi.org/10.1016/j.scriptamat.2021.114318",900,25,0.36,0.3587,0.0037,,1007,50.8,30.2,9.1,0,0,0,0,2.3,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0
